OBJECTID,NAME,WARD,aggregationMethod,HasData,ORIGINAL_OID,PCTMinority,RAWTotalPop,population_acsipov200,population_acsipovbas,PCTNonWorkingAge,PCTSenior,PCTChildren,PCTUnemployment,KeyField,HeatSeverity,PCTTreeCover,AREASqKm,PopDensity,PopAdjFactor,GOAL,GAP,GapScore,PriorityIndex,TreeEquityScore,PCTPoverty,Status,TES,AreaSqMi,PopDens_SqMi,SHAPE_Length,SHAPE_Area
464,Longview Estates,2,BlockApportionment:US.BlockGroups,1,111,45.52,1105,854,1265,58.01,20.54,21.45,10.93,111,3.96368715083799,8.1291641594774,0.659773342263094,1674.81759146214,1.2,18,9.8708358405226,56.6093079655833,0.382080822933697,78.3706690268028,32.4901185770751,02 Upper-Moderate Priority,64 - 79,0.254739911629533,4337.75764830678,10707.9394199712,7141845.58979325
465,Silvercroft,1,BlockApportionment:US.BlockGroups,1,68,91.18,340,112,360,60.29,10.59,29.12,25.27,68,5.90780141843972,9.97457107790372,0.256329343138108,1326.41856697932,1.2,18,8.02542892209628,46.0258872447011,0.694139968812454,68.0515920633977,68.8888888888889,02 Upper-Moderate Priority,64 - 79,0.098969312696138,3435.40831736288,7826.91957832356,2759055.98196246
466,Saguaro Hill,6,BlockApportionment:US.BlockGroups,1,414,38.05,318,143,239,60.69,23.58,16.04,16.76,414,4.74011299435028,13.6534002647677,0.163608548394748,1943.66372124238,1.2,18,4.3465997352323,24.9277778488372,0.446051032832218,88.8809389443141,40.1673640167364,03 Low-Moderate Priority,79 - 89,0.0631696136993427,5034.06592786096,6656.65349130166,1761114.4135317
467,Balboa Heights,3,BlockApportionment:US.BlockGroups,1,5,74.56,1576,657,1604,66.43,8.69,24.94,22.17,5,5.55165692007797,9.67651649234227,0.466993128874638,3374.78198833,1,15,5.32348350765773,30.5302126591485,0.629535034657646,80.7801615155176,59.0399002493766,03 Low-Moderate Priority,79 - 89,0.18030705510632,8740.64522361974,9108.3487413744,5026643.63136183
468,Plaza Del Sol,1,BlockApportionment:US.BlockGroups,1,171,92.43,1902,564,1719,61.72,5.15,33.12,16.48,171,4.41189931350114,9.39262134372795,0.39296776129161,4840.09170052141,0.8,12,2.60737865627205,14.9533336102952,0.606744371315522,90.9271489995502,67.1902268760907,04 Low Priority,89 - 99,0.151725700891757,12535.7799556775,10599.6944489841,4229830.90088367
469,Rieckers,5,BlockApportionment:US.BlockGroups,1,205,0,0,0,0,0,0,0,0,205,5.96648044692737,4.83449293383797,0.159998086309836,0,1.2,18,13.165507066162,,,,,,,0.0617756064948776,0,5851.6602706416,1718785.89820941
470,Rose Hill,2,BlockApportionment:US.BlockGroups,1,384,26.65,544,218,255,47.61,39.52,12.68,13.62,384,4.09487179487179,12.9227173858148,0.344420967793749,1579.46249174285,1.2,18,5.0772826141852,29.1182489282989,0.294704366735015,91.4187248891531,14.5098039215686,04 Low Priority,89 - 99,0.13298167912982,4090.78907380117,8316.79887712439,3707486.48055953
471,Casitas De Palo Santo,1,BlockApportionment:US.BlockGroups,1,245,62.28,448,313,463,66.96,16.52,16.74,11.27,245,8.14367816091954,9.46338273974276,0.31944775999965,1402.42022670777,1.2,18,8.53661726025724,48.9575557002304,0.548103858144167,73.1661748353958,32.3974082073434,02 Upper-Moderate Priority,64 - 79,0.123339469693338,3632.2517123989,7707.87126809098,3441784.81964071
472,Eastern Hills,2,BlockApportionment:US.BlockGroups,1,430,37.52,1567,1018,1453,61.71,17.17,21.12,12.16,430,3.61950549450549,6.66290344448509,0.650596987609793,2408.55710961243,1,15,8.33709655551491,47.8133031563981,0.369890412398943,82.3143175773242,29.9380591878871,03 Low-Moderate Priority,79 - 89,0.251196901289974,6238.13427615138,10587.6721365706,7003433.32134331
473,Del Lago,4,BlockApportionment:US.BlockGroups,0,319,0,0,0,0,0,0,0,0,319,6.43388429752066,0.262065113680797,1.74010953110359,0,1.2,18,17.7379348863192,,,,,,,0.671860046147657,0,19557.6911879189,18708917.114926
474,Vista Del Rio,2,BlockApportionment:US.BlockGroups,1,352,32.29,288,199,272,58.33,23.61,18.06,9.02,352,4.38333333333333,12.1016995545916,0.218668461979503,1317.06235729136,1.2,18,5.8983004454084,33.8267915485851,0.343297394848709,88.3873505852804,26.8382352941176,03 Low-Moderate Priority,79 - 89,0.0844283651863863,3411.17584551357,10032.9012515562,2369802.90318771
475,Wilmot and Old Vail,5,BlockApportionment:US.BlockGroups,1,313,63.84,5681,738,984,87.04,4.26,8.7,11.59,313,6.11483409238777,0.754295867079116,5.55855939563413,1022.02739876487,1.2,18,17.2457041329209,98.9042257532027,0.543785217348389,,25,,,2.14617178131914,2647.03881089527,33338.9490581611,59618405.4780662
476,Whitmore,2,BlockApportionment:US.BlockGroups,1,294,21.58,190,71,115,36.84,53.68,9.47,11.86,294,2.23232323232323,6.60360007025419,0.093299340160358,2036.45598857868,1,15,8.39639992974581,48.1534083946449,0.248055804434671,88.0552675443951,38.2608695652174,03 Low-Moderate Priority,79 - 89,0.0360230766310184,5274.39679697976,4115.54349261697,1004300.67379061
477,Stella Mann,4,BlockApportionment:US.BlockGroups,1,343,56.62,4608,2295,5002,64.65,11.15,24.2,14.33,343,4.82078651685393,7.21938275443082,1.59739082654754,2884.70418348359,1,15,7.78061724556918,44.6218906821,0.51241940179664,77.1348774696432,54.1183526589364,02 Upper-Moderate Priority,64 - 79,0.616756046246144,7471.34953608703,17373.2374010831,17195043.429968
478,Haven Ridge,1,BlockApportionment:US.BlockGroups,1,200,59.15,2519,1314,2286,83.53,9.01,7.46,15.84,200,4.55153707052441,11.3590465640598,0.506965191513177,4968.78295032713,0.8,12,0.640953435940199,3.67587213818121,0.548754807653108,97.982847491855,42.5196850393701,04 Low Priority,89 - 99,0.195740354773847,12869.0887625619,10090.424698217,5456831.22702565
479,Miracle Manor,3,BlockApportionment:US.BlockGroups,1,36,76.19,3621,869,2666,62.47,11.32,26.21,16.46,36,5.15666041275797,9.0798244825066,0.954071585637336,3795.31269404812,1,15,5.9201755174934,33.9522452297562,0.595464819079261,79.7826324369285,67.4043510877719,03 Low-Moderate Priority,79 - 89,0.368369098666223,9829.81475132084,13388.9549134118,10269449.6110192
480,Bronx Park,3,BlockApportionment:US.BlockGroups,1,238,66.26,1135,226,735,70.48,11.63,17.89,16.37,238,6.003861003861,5.72272940649747,0.693016392148539,1637.76789821838,1.2,18,12.2772705935025,70.4102269790748,0.623378712197747,56.1077633802333,69.2517006802721,01 High Priority,0 - 64,0.267575124948724,4241.79938332273,14313.338179839,9988350.64265911
481,Rolling Hills,2,BlockApportionment:US.BlockGroups,1,333,34.91,2948,1946,3129,56.45,26.63,16.93,13.72,333,2.81622807017544,8.50303867838334,2.05228860077921,1436.44514659425,1.2,18,9.49696132161666,54.4651351596348,0.355899667825,80.6158764886422,37.8076062639821,03 Low-Moderate Priority,79 - 89,0.792393058815513,3720.37585034722,20354.7905463998,22078400.2184576
482,Tanglewood Terrace,1,BlockApportionment:US.BlockGroups,1,233,75,52,29,55,61.54,15.38,23.08,17.86,233,5.91017964071856,9.95767879852894,0.145305447800725,357.866830095138,1.2,18,8.04232120147106,46.1227645771598,0.573856501427578,,47.2727272727273,,,0.0561027470511122,926.870834909842,5292.83700614297,1564019.11681473
483,Villa Serena,2,BlockApportionment:US.BlockGroups,1,383,26.71,161,66,77,47.83,39.75,13.04,12.7,383,2.26923076923077,16.3146331543219,0.106905479155323,1506.00325887959,1.2,18,1.6853668456781,9.6655898591992,0.243611479491539,97.6453513542421,14.2857142857143,04 Low Priority,89 - 99,0.0412764362671283,3900.53053412989,4426.53757976183,1152032.91904306
484,South Park,5,BlockApportionment:US.BlockGroups,1,56,90.61,3675,959,3028,61.77,10.39,27.86,13.44,56,4.96418732782369,4.21515364995031,4.25889266156305,862.900357449075,1.2,18,13.7848463500497,79.0561837817876,0.60135416103094,52.4592349275953,68.32892998679,01 High Priority,0 - 64,1.64436764984316,2234.90166590818,32053.1259043999,45846413.7812888
485,Pio Decimo ,2,BlockApportionment:US.BlockGroups,1,428,36.33,1745,1095,1609,60.34,24.3,15.42,11.58,428,3.31150793650794,11.2396107996695,1.35664782581486,1286.25864929381,1.2,18,6.7603892003305,38.7708761843263,0.356735064268309,86.1690689926457,31.9453076444997,03 Low-Moderate Priority,79 - 89,0.523804653997378,3331.39460805313,16386.1560866708,14603708.5203009
486,Clarke Park,1,BlockApportionment:US.BlockGroups,1,163,75,4,4,5,50,25,25,0,163,8.00369003690037,2.73090371061702,0.240520014661039,16.6306326134111,1.2,18,15.269096289383,87.568366870547,0.426647646001924,,20,,,0.0928652968452485,43.0731407305534,6946.90307700669,2589121.12819233
487,El Conquistador,6,BlockApportionment:US.BlockGroups,1,23,34.12,170,123,142,61.76,23.53,14.71,6.67,23,3.45762711864407,14.8066674337266,0.15107721683141,1125.25239454011,1.2,18,3.1933325662734,18.3137831082729,0.290140193155667,94.6864354315547,13.3802816901408,04 Low Priority,89 - 99,0.0583312395328707,2914.39032260239,5555.45915224115,1626213.33313352
488,Rio Rancho,1,BlockApportionment:US.BlockGroups,1,91,69.39,588,388,733,51.53,20.41,28.06,15.14,91,8.24350649350649,8.7064308853539,0.283696821156305,2072.63513776221,1,15,6.2935691146461,36.0936599463113,0.575684341730296,79.2214451331706,47.0668485675307,03 Low-Moderate Priority,79 - 89,0.109535955034396,5368.10036316711,7170.66424103448,3053650.84155484
489,Rancho Valencia,5,BlockApportionment:US.BlockGroups,1,307,69.79,2787,1779,2374,68.71,5.38,25.91,11.56,307,6.9210355987055,4.43597236253769,1.37713745685217,2023.76312265187,1,15,10.5640276374623,60.5847674450206,0.523211688322928,68.3013415384388,25.0631844987363,02 Upper-Moderate Priority,64 - 79,0.531715744770285,5241.52242511467,16761.0264023586,14823737.883353
490,Tanque Verde and Grant (North),2,BlockApportionment:US.BlockGroups,1,100,0,0,0,0,0,0,0,0,100,6.44067796610169,6.08990703529875,0.0533175749744969,0,1.2,18,11.9100929647012,,,,,,,0.0205860307885689,0,4097.70284755857,575358.481693418
491,Harlan Heights,6,BlockApportionment:US.BlockGroups,1,27,37.63,1536,858,1646,57.81,27.6,14.58,9.9,27,4.87113951011715,10.708298884387,0.833166279181347,1843.5695711416,1.2,18,7.291701115613,41.8179534859805,0.415855913379923,82.6097567574084,47.8736330498177,03 Low-Moderate Priority,79 - 89,0.321687298858326,4774.82326921607,12083.0249316206,8968508.19673972
492,Anklam Peaks,1,BlockApportionment:US.BlockGroups,0,202,0,0,0,0,0,0,0,0,202,5.8,1.05802526147121,0.170598017396687,0,1.2,18,16.9419747385288,,,,,,,0.0658682627685803,0,5329.68704954379,1837113.76274653
493,Irvington,1,BlockApportionment:US.BlockGroups,1,160,89.26,512,296,461,62.11,9.57,28.52,19.28,160,7.79365079365079,2.90969297954945,0.112862447070261,4536.49564838215,0.8,12,9.09030702045055,52.132970088493,0.634801501192745,66.9059123261882,35.7917570498915,02 Upper-Moderate Priority,64 - 79,0.0435764344379522,11749.4697903526,6935.00444391124,1214836.07543616
494,Rita Ranch,4,BlockApportionment:US.BlockGroups,1,49,40.81,17666,13459,17070,64.39,8.31,27.3,10.85,49,7.17730480361235,3.16377632994952,39.7515015000807,444.410885962739,1.2,18,14.8362236700505,85.085839573612,0.446491989792519,62.0098541856109,21.1540714704159,01 High Priority,0 - 64,15.3481405364746,1151.01891059813,121174.388586236,427944188.258948
495,Dorado Country Club Estates,2,BlockApportionment:US.BlockGroups,1,458,28.47,815,591,707,36.81,57.79,5.4,13.73,458,1.61105318039625,11.841462740076,0.874315640656835,932.157635185076,1.2,18,6.158537259924,35.3192513782196,0.209744596296447,92.5919778781826,16.4073550212164,04 Low Priority,89 - 99,0.337575156148562,2414.2771917769,12213.8414068184,9411539.98000797
496,Broadway and Rosemont,6,BlockApportionment:US.BlockGroups,1,421,0,0,0,0,0,0,0,0,421,6.32214765100671,7.19323651068528,0.133524998040771,0,1.2,18,10.8067634893147,,,,,,,0.0515542899694328,0,5277.19737840593,1437294.60092715
497,Rillito Park,3,BlockApportionment:US.BlockGroups,1,274,41.89,771,274,524,65.24,28.02,6.74,9.65,274,3.50093109869646,5.34403991498594,0.491902006548518,1567.38535264331,1.2,18,12.6559600850141,72.5820136843408,0.409467900783145,70.2799952220595,47.7099236641221,02 Upper-Moderate Priority,64 - 79,0.18992442654423,4059.50942713757,10080.0246944418,5326291.96563102
498,Vactor Ranch,2,BlockApportionment:US.BlockGroups,1,353,22,50,35,39,50,40,8,9.52,353,2.55555555555556,16.2336757389121,0.126784368767854,394.370382452678,1.2,18,1.7663242610879,10.129881164928,0.21975237909223,,10.2564102564103,,,0.0489517184569903,1021.41460149005,5865.59840373741,1366078.29837523
499,Frontier West Estates,1,BlockApportionment:US.BlockGroups,1,232,74.49,592,330,626,62.16,15.54,22.3,15.84,232,5.33809523809524,11.4767163561871,0.185381485607784,3193.41490904064,1,15,3.5232836438129,20.2060546913266,0.548158969195836,88.9238698888877,47.2843450479233,03 Low-Moderate Priority,79 - 89,0.0715761917562532,8270.90664471235,5997.47328059476,1995379.10402869
500,National City Southwest,1,BlockApportionment:US.BlockGroups,1,159,96.77,1362,566,1240,55.65,16.23,28.12,20.13,159,5.89150326797386,7.34500763734987,0.671168867460701,2029.29555590531,1,15,7.65499236265013,43.9014311586917,0.629058562870137,72.3834288073711,54.3548387096774,02 Upper-Moderate Priority,64 - 79,0.259139748506501,5255.85136147429,10859.839795923,7213219.69643381
501,Double Acres,2,BlockApportionment:US.BlockGroups,0,454,0,0,0,0,0,0,0,0,454,4.02962962962963,11.211920155836,0.120338131209989,0,1.2,18,6.788079844164,,,,,,,0.0464628122212766,0,4847.27891897266,1295371.33676788
502,El Dorado Square,2,BlockApportionment:US.BlockGroups,0,104,0,0,0,0,0,0,0,0,104,4.77777777777778,25.2894054460245,0.0310771371799382,0,1.2,18,0,,,,,,,0.0119989497480634,0,2427.44524643727,331657.81507735
503,Irvington & I-19 Commerce,1,BlockApportionment:US.BlockGroups,1,165,95.77,71,46,92,59.15,19.72,21.13,10.81,165,7.60243902439024,3.70255717058413,0.379508918937409,187.083877234806,1.2,18,14.2974428294159,81.9959279363189,0.614655664431134,,50,,,0.146529212806964,484.54501761048,8773.89764961873,4084960.55649395
504,Harold Bell Wright Estates,2,BlockApportionment:US.BlockGroups,1,457,30.92,993,497,949,50.15,38.67,11.28,15.93,457,4.99570815450644,14.5797561714048,0.623487677482273,1592.65376985455,1.2,18,3.4202438285952,19.6151206785828,0.419202589758983,91.7772906131031,47.6290832455216,04 Low Priority,89 - 99,0.24072993813173,4124.95432727034,10616.8533959286,6721995.47708101
505,Aerospace Parkway,5,BlockApportionment:US.BlockGroups,1,148,71.43,14,6,9,71.43,7.14,28.57,16.67,148,6.86286797619675,1.47995030586431,17.1580313659011,0.815944422844617,1.2,18,16.5200496941357,94.74259281092,0.58153456343275,,33.3333333333333,,,6.62475294757295,2.11328635358833,73861.1004694408,184611205.724894
506,Millville,5,BlockApportionment:US.BlockGroups,1,181,71.94,253,89,210,70.36,14.23,15.81,12.15,181,5.16790490341753,3.33754264652217,1.22149716115471,207.122871870478,1.2,18,14.6624573534778,84.0892886140138,0.562730679152035,52.6803775088245,57.6190476190476,01 High Priority,0 - 64,0.471622690636624,536.445775453437,20132.3568087887,13136719.0454533
507,El Dorado Medical Offices,2,BlockApportionment:US.BlockGroups,1,459,0,0,0,0,0,0,0,0,459,6.34782608695652,6.00941492200212,0.0650446805998381,0,1.2,18,11.9905850779979,,,,,,,0.0251138915846706,0,3693.84773690527,706787.918218547
508,Midvale Park,1,BlockApportionment:US.BlockGroups,1,35,87.88,15111,6382,13981,61.62,9.03,29.35,13.82,35,7.84695843655381,5.9622823972963,9.82188462573464,1538.50310564707,1.2,18,12.0377176027037,69.0363890134453,0.63965985366452,55.8401935061327,54.3523353122094,01 High Priority,0 - 64,3.79225085544312,3984.70475082385,50679.2360153132,105388715.832741
509,Mission Creek,1,BlockApportionment:US.BlockGroups,1,173,92.46,769,228,695,61.77,5.2,33.03,16.26,173,5.78735632183908,6.15556919877366,0.170245596935692,4517.00375129513,0.8,12,5.84443080122634,33.5178487876307,0.640170095487244,78.5428755410954,67.1942446043165,02 Upper-Moderate Priority,64 - 79,0.0657321924679816,11698.9860086377,6432.61776742783,1832486.91319192
510,Rainbow Vista Estates Annex,2,BlockApportionment:US.BlockGroups,1,97,44.44,108,46,87,60.19,22.22,17.59,21.88,97,1.72448979591837,10.0771747972822,0.0869555409318786,1242.01400902799,1.2,18,7.9228252027178,45.4374542444413,0.427571199887587,80.5722531688669,47.1264367816092,03 Low-Moderate Priority,79 - 89,0.0335737220554094,3216.8015158331,4317.47197239969,936016.31307853
511,Eastlawn,2,BlockApportionment:US.BlockGroups,1,298,31.67,341,224,358,56.01,22.58,21.11,12.7,298,2.37058823529412,12.7713387527371,0.330716248789938,1031.09539143507,1.2,18,5.2286612472629,29.9864063769442,0.330023468891103,90.1037821479026,37.4301675977654,04 Low Priority,89 - 99,0.12769025753943,2670.52480409244,7991.12076468056,3559940.02510161
512,El Dorado Place,2,BlockApportionment:US.BlockGroups,0,102,0,0,0,0,0,0,0,0,102,5.29411764705882,12.8243258277752,0.101316827338425,0,1.2,18,5.1756741722248,,,,,,,0.0391186457371452,0,7853.66830367824,1090614.83526159
513,Interstate Commerce Center,1,BlockApportionment:US.BlockGroups,1,183,83.91,174,45,111,56.32,13.79,29.89,26.87,183,6.34493670886076,2.71903482662271,0.29097485145282,597.989823282763,1.2,18,15.2809651733773,87.6364349977144,0.668217299679764,41.4398180522661,59.4594594594595,01 High Priority,0 - 64,0.112346018241997,1548.78653220445,10513.1180872541,3151862.1723748
514,Rancho Bueno,5,BlockApportionment:US.BlockGroups,1,154,88.75,4568,1687,4504,61.47,5.89,32.64,15.13,154,6.35558583106267,7.50512108105777,1.31655254441601,3469.66782250704,1,15,7.49487891894223,42.983179514076,0.629239862174411,72.9532700467449,62.544404973357,02 Upper-Moderate Priority,64 - 79,0.508323779299486,8986.39840594335,16065.1713622788,14174213.8490492
515,Green Acres,2,BlockApportionment:US.BlockGroups,1,439,18.66,359,287,324,54.87,31.75,13.37,10.84,439,4.51053864168618,13.7331893655103,0.394386600570412,910.274333561963,1.2,18,4.2668106344897,24.4701868353496,0.286606344322449,92.9866892062331,11.4197530864198,04 Low Priority,89 - 99,0.152273517800324,2357.59970076186,11284.2588375981,4245452.27246514
516,Barrio Santa Cruz,1,BlockApportionment:US.BlockGroups,1,189,79.53,215,42,100,69.77,10.7,20,24.14,189,6.83710407239819,8.33383706631399,0.40660076510115,528.774214053716,1.2,18,9.66616293368601,55.4355075091155,0.690901094880324,61.6995471667057,58,01 High Priority,0 - 64,0.156989433091397,1369.51892726964,10130.9944696662,4376567.44543628
517,Colonia Verde Plaza,2,BlockApportionment:US.BlockGroups,1,105,0,0,0,0,0,0,0,0,105,6.67441860465116,4.75674356061009,0.074229153378132,0,1.2,18,13.2432564393899,,,,,,,0.0286600363497736,0,4034.44856532292,799034.034853987
518,Catalina Heights,6,BlockApportionment:US.BlockGroups,1,378,42.3,974,280,773,64.37,16.84,18.69,13.23,378,5.125,12.0619873070012,0.507759614419233,1918.23054126517,1.2,18,5.9380126929988,34.0545415476907,0.50506330587975,82.800300665704,63.777490297542,03 Low-Moderate Priority,79 - 89,0.196047083173764,4968.1942941059,9590.29723215983,5455176.93686506
519,Tierra Vista,5,BlockApportionment:US.BlockGroups,1,146,83.83,841,437,1070,61.24,6.42,32.34,8.77,146,8.79351032448378,8.13633728081475,0.30642399488221,2744.56313489184,1,15,6.86366271918525,39.3631504889539,0.63440529958888,75.027808721293,59.1588785046729,02 Upper-Moderate Priority,64 - 79,0.118310965868288,7108.38588653107,7815.55600494461,3297842.45759227
520,San Carlos,6,BlockApportionment:US.BlockGroups,1,52,43.62,188,158,240,57.98,20.21,21.81,15,52,4.61923076923077,17.331637065381,0.233425821739955,805.395044124291,1.2,18,0.668362934619001,3.83306579198716,0.422729609000734,98.3796495964792,34.1666666666667,04 Low Priority,89 - 99,0.090126213644856,2085.96358813894,6507.61519260774,2509351.1786093
521,Sonoran Place,2,BlockApportionment:US.BlockGroups,1,374,18.97,58,47,53,55.17,32.76,13.79,11.11,374,3.15573770491803,16.2399617899458,0.112240969133044,516.745359987494,1.2,18,1.7600382100542,10.093830621225,0.255478003940986,,11.3207547169811,,,0.0433364804646682,1338.36433826893,4739.20474024871,1208229.44375077
522,Far Horizons,2,BlockApportionment:US.BlockGroups,1,114,19.82,1095,683,1213,39.54,54.98,5.39,28.21,114,2.94218415417559,10.3751027926376,0.416553156961445,2628.7161235015,1,15,4.6248972073624,26.5238156677604,0.380066216365201,89.9191937355863,43.6933223413026,04 Low Priority,89 - 99,0.160832073071281,6808.34350443706,10784.0864026428,4484003.76649889
523,Colonia Del Rio,3,BlockApportionment:US.BlockGroups,1,278,41.95,379,134,257,65.17,27.97,6.86,9.87,278,4.03680981595092,13.2084723910991,0.288277568143829,1314.70513796935,1.2,18,4.7915276089009,27.4794421080662,0.424488030902196,88.3353057292561,47.8599221789883,03 Low-Moderate Priority,79 - 89,0.111304591334168,3405.07067549563,9124.83707642742,3081301.32808481
524,Houghton East,2,BlockApportionment:US.BlockGroups,1,329,23.21,4381,3758,4239,56.2,27.6,16.23,8.57,329,4.40663998116317,8.84821875594499,7.66571713121622,571.505564973139,1.2,18,9.15178124405501,52.4855251620647,0.283139725947295,85.1392627894132,11.3470158056145,03 Low-Moderate Priority,79 - 89,2.95974993152239,1480.19261807925,42630.465942417,82567944.0125357
525,Las Vistas,5,BlockApportionment:US.BlockGroups,1,34,92.9,3282,1519,2778,58.07,9.69,32.24,14.49,34,4.68392106114526,6.84274194268018,2.78194876308121,1179.74854301952,1.2,18,11.1572580573198,63.9869477745121,0.544420702821081,65.1641809212243,45.3203743700504,02 Upper-Moderate Priority,64 - 79,1.07411642251998,3055.53469920897,31811.7470560393,29948019.8544921
526,Silverbell Terrace,3,BlockApportionment:US.BlockGroups,1,243,73.94,165,87,140,66.06,10.91,23.64,9.64,243,6.65734265734266,10.8210074070926,0.128694534916495,1282.10572505711,1.2,18,7.1789925929074,41.1715693726926,0.533638491659194,78.0292658207145,37.8571428571429,02 Upper-Moderate Priority,64 - 79,0.0496892377302693,3320.6385836643,4744.00262676075,1385565.44628472
527,Tanque Verde and Sabino Creeks,2,BlockApportionment:US.BlockGroups,1,351,27.27,22,16,19,63.64,27.27,13.64,9.09,351,3.26544240400668,23.3020377441062,0.543297184192033,40.4934916655558,1.2,18,0,0,0.296789427379603,,15.7894736842105,,,0.209768215573782,104.877661946177,13524.6031220522,5951541.73672621
528,Pantano Ranch,2,BlockApportionment:US.BlockGroups,1,362,18.54,507,406,458,54.83,31.95,13.21,10.64,362,3.21676300578035,14.0504969239514,0.308333922441046,1644.32118265203,1.2,18,3.9495030760486,22.6504259168408,0.252424692065821,94.2824732127818,11.353711790393,04 Low Priority,89 - 99,0.119048393021802,4258.77231208949,7693.85596946861,3319113.92546569
529,Riverfront Plaza,1,BlockApportionment:US.BlockGroups,0,164,0,0,0,0,0,0,0,0,164,7.35576923076923,8.38367835133987,0.0954165029406782,0,1.2,18,9.61632164866013,,,,,,,0.0368405177506287,0,4568.01843210304,1027043.21887825
530,Sunset Villa,1,BlockApportionment:US.BlockGroups,1,174,90.67,1329,354,1167,58.31,14,27.61,22.9,174,5.59961127308066,5.29961107154443,0.915627791068982,1451.46315234536,1.2,18,12.7003889284556,72.8368133914344,0.667164437801901,51.4058683424217,69.6658097686375,01 High Priority,0 - 64,0.353525866598962,3759.27230667851,13409.6608402912,9835736.20798786
531,Interstate Commerce Park,4,BlockApportionment:US.BlockGroups,1,315,0,0,0,0,0,0,0,0,315,7.59880320957432,1.45511913330575,6.65196057216725,0,1.2,18,16.5448808666942,,,,,,,2.56833633578529,0,42775.7500094971,71608888.5311604
532,Campus Farm,3,BlockApportionment:US.BlockGroups,1,280,53.68,7694,2653,6991,72.67,9.96,17.38,17.26,280,4.39644970414201,11.461296092126,2.89308844385916,2659.44168292926,1,15,3.538703907874,20.2944900063546,0.553802388694735,88.7608629571394,62.051208696896,03 Low-Moderate Priority,79 - 89,1.11702769317293,6887.92233802648,23913.3177210973,31141050.3406297
533,Arroyo Ridge,4,BlockApportionment:US.BlockGroups,1,331,37.59,1471,1123,1637,55.81,23.73,20.46,7.89,331,2.60631001371742,9.26310145264712,0.656822037156973,2239.57162942821,1,15,5.73689854735288,32.9011506098771,0.305199444815911,89.9585871000608,31.3989004276115,04 Low Priority,89 - 99,0.253600406358264,5800.46389169387,10679.1810047721,7065621.29558011
534,Armory Park,6,BlockApportionment:US.BlockGroups,1,2,50.15,1952,963,1902,67.57,21.11,11.32,9.4,2,4.494960806271,16.9301263488816,0.803246493214213,2430.13821596534,1,15,0,0,0.459756137718786,100,49.3690851735016,04 Low Priority,99 - 100,0.310135204911759,6294.02908500952,12799.6317822722,8644539.73642516
535,Ironwood Ridge,1,BlockApportionment:US.BlockGroups,1,29,74.23,163,91,172,61.96,15.34,22.09,15.73,29,5.08805031446541,11.6460305137627,0.142537331519563,1143.5600643164,1.2,18,6.3539694862373,36.4400564715787,0.539709374448254,80.3329599168652,47.093023255814,03 Low-Moderate Priority,79 - 89,0.0550339713798714,2961.80696964234,5297.50942935797,1534222.32398282
536,El Principal,2,BlockApportionment:US.BlockGroups,1,356,0,0,0,0,0,0,0,0,356,4.4,4.17206318835597,0.0441501232734839,0,1.2,18,13.827936811644,,,,,,,0.0170464578980445,0,3948.40293007031,483900.255208936
537,Barrio Kroeger Lane,1,BlockApportionment:US.BlockGroups,1,194,73.13,268,30,64,87.31,5.97,6.72,10.34,194,6.95528455284553,8.62185743193218,0.221149792641935,1211.84829883119,1.2,18,9.37814256806782,53.7837088325835,0.638037584798374,65.6839723149594,53.125,02 Upper-Moderate Priority,64 - 79,0.0853864123113395,3138.67268509663,7316.43115600986,2380415.14395589
538,Broadway Proper,2,BlockApportionment:US.BlockGroups,1,445,47.89,261,146,190,50.96,28.35,21.07,22.86,445,5.69824561403509,9.90621011774222,0.254406421154447,1025.91750167167,1.2,18,8.09378988225778,46.4179377973725,0.461359865730895,78.5846264502992,23.1578947368421,02 Upper-Moderate Priority,64 - 79,0.0982268683674928,2657.11413117162,7579.85796737767,2738564.96859599
539,Sierra Estates,6,BlockApportionment:US.BlockGroups,1,67,60.24,83,40,92,71.08,10.84,18.07,17.39,67,5.59523809523809,13.952244393808,0.0733973093011295,1130.83164478787,1.2,18,4.047755606192,23.2139048184401,0.581180292770311,,56.5217391304348,,,0.0283388595560487,2928.84051441246,4073.22622620111,790066.435826777
540,Barrio Blue Moon,3,BlockApportionment:US.BlockGroups,1,6,70.87,951,295,668,67.72,17.56,14.62,18.74,6,4.61229946524064,9.58602051841642,0.33262697458125,2859.05856311633,1,15,5.41397948158358,31.0492076602185,0.574717967340329,82.1554624859915,55.8383233532934,03 Low-Moderate Priority,79 - 89,0.128427992891709,7404.92768427742,8243.10513622048,3607716.44160169
541,Arcadia Square,2,BlockApportionment:US.BlockGroups,1,391,21.43,70,26,43,37.14,54.29,10,13.64,391,2.70652173913043,17.1961122809296,0.0858969265501547,814.930205437879,1.2,18,0.803887719070399,4.61030131529339,0.273981193583788,,39.5348837209302,,,0.0331649887573315,2110.65954257336,5432.8580230847,926209.84064072
542,Samos,3,BlockApportionment:US.BlockGroups,1,51,35.02,1068,488,870,74.72,14.79,10.49,7.84,51,5.43134715025907,12.0811990979048,0.683734682691795,1562.00939784916,1.2,18,5.9188009020952,33.9443618014764,0.452289014352694,84.647338057979,43.9080459770115,03 Low-Moderate Priority,79 - 89,0.263991436892003,4045.58576813577,10773.4173768323,7364108.86826344
