site.ID,nativeUS,totalcount,routeID,easting,northing
164_03,Native,456,164,522058,3563828
164_04,Native,459,164,523348,3563938
164_05,Native,454,164,520299,3564129
164_06,Native,360,164,521061,3564219
164_07,Native,430,164,523958,3564334
164_08,Native,452,164,524051,3564746
164_09,Native,338,164,525726,3564577
164_10,Native,489,164,520784,3565583
164_11,Native,497,164,525751,3565364
165_01,Native,296,165,525063,3555904
165_02,Native,265,165,524979,3556849
165_03,Native,294,165,524712,3558108
165_04,Native,187,165,526015,3558493
165_05,Native,177,165,524715,3558921
165_06,Native,204,165,525071,3558161
165_07,Native,286,165,524631,3559946
165_08,Native,292,165,524309,3560213
165_09,Native,218,165,525078,3560557
165_10,Native,246,165,524222,3561423
165_11,Native,246,165,525457,3561666
165_12,Native,318,165,524521,3562354
165_13,Native,320,165,524240,3563544
166_01,Native,234,166,515187,3558535
166_02,Native,301,166,517117,3558644
166_03,Native,373,166,515965,3559896
166_04,Native,279,166,516267,3559439
166_05,Native,289,166,518123,3559031
166_06,Native,282,166,515403,3559940
166_07,Native,242,166,516259,3560069
166_08,Native,312,166,517601,3560489
166_09,Native,315,166,518747,3560074
166_09a,Native,57,166,518562,3560656
166_10,Native,208,166,515360,3561701
166_11,Native,147,166,516494,3561646
167_01,Native,245,167,521614,3557500
167_02,Native,224,167,522116,3557774
167_03,Native,203,167,521814,3558531
167_04,Native,305,167,522227,3558985
167_05,Native,211,167,523074,3559195
167_05a,Native,17,167,523267,3558093
167_06,Native,230,167,521586,3559641
167_07,Native,234,167,522441,3559561
167_08,Native,262,167,519371,3560784
167_09,Native,283,167,520200,3560834
167_10,Native,198,167,521542,3560399
167_11,Native,252,167,523010,3559392
167_11a,Native,16,167,522572,3559597
168_01,Native,74,168,521419,3555657
168_02,Native,52,168,522674,3553679
168_03,Native,68,168,523680,3555008
168_04,Native,159,168,521660,3555259
168_05,Native,171,168,522261,3555270
168_06,Native,120,168,523631,3555774
168_07,Native,93,168,521727,3556872
168_08,Native,180,168,522518,3556893
168_09,Native,163,168,523355,3556887
168_10,Native,177,168,523080,3557570
169_01,Native,106,169,519857,3554941
169_02,Native,71,169,520832,3554287
169_03,Native,105,169,520717,3555242
169_04,Native,112,169,520287,3556166
169_05,Native,113,169,520687,3557806
169_06,Native,183,169,518209,3558846
169_07,Native,153,169,519008,3558654
169_08,Native,131,169,521019,3558763
169_09,Native,190,169,518883,3559299
169_10,Native,134,169,519917,3559296
169_11,Native,206,169,520516,3559297
170_01,Native,382,170,505873,3576156
170_02,Native,294,170,505374,3577543
170_03,Native,283,170,503993,3578496
170_04,Native,320,170,504513,3578636
170_05,Native,297,170,506306,3578748
170_06,Native,337,170,503141,3579408
170_07,Native,276,170,504057,3579631
170_08,Native,264,170,505277,3579073
170_09,Native,375,170,503129,3580106
170_10,Native,331,170,503317,3581348
170_11,Native,295,170,503659,3582616
170_12,Native,373,170,504347,3582747
171_01,Native,138,171,491211,3557343
171_02,Native,189,171,492851,3556840
171_03,Native,305,171,493435,3556807
171_04,Native,137,171,491285,3558673
171_05,Native,185,171,492360,3558690
171_06,Native,131,171,493188,3558756
171_07,Native,189,171,491806,3559077
171_08,Native,176,171,492434,3559065
171_09,Native,212,171,491900,3560578
171_10,Native,159,171,492423,3560042
171_11,Native,240,171,491606,3561460
171_12,Native,434,171,492368,3561742
172_01,Native,404,172,504150,3583346
172_04,Native,369,172,504800,3584990
172_05,Native,205,172,505214,3584693
172_06,Native,171,172,505606,3584532
172_07,Native,329,172,505731,3585668
172_08,Native,222,172,505893,3585429
172_09,Native,247,172,506527,3586548
173_01,Native,236,173,498177,3581525
173_02,Native,212,173,499692,3581806
173_03,Native,290,173,500750,3581780
173_03a,Native,49,173,499851,3581130
173_04,Native,243,173,500163,3582864
173_05,Native,326,173,501597,3582621
173_06,Native,285,173,502200,3582666
173_07,Native,335,173,501246,3583284
173_08,Native,288,173,502358,3583918
173_09,Native,238,173,503136,3583154
173_10,Native,273,173,502598,3584219
173_11,Native,335,173,503054,3584697
174_01,Native,518,174,500604,3583229
174_02,Native,387,174,500561,3584699
174_03,Native,238,174,501740,3584708
174_04,Native,195,174,500461,3585811
174_05,Native,267,174,501618,3585445
174_05a,Native,39,174,501535,3585476
174_06,Native,285,174,502234,3585857
174_07,Native,567,174,502810,3585087
174_08,Native,348,174,504039,3585244
174_09,Native,310,174,503343,3586372
174_10,Native,304,174,504659,3586244
174_11,Native,360,174,505283,3586722
174_11a,Native,50,174,505319,3586456
174_12,Native,314,174,504781,3587334
175_01,Native,225,175,491728,3578684
175_02,Native,203,175,492472,3578642
175_03,Native,218,175,493641,3578257
175_04,Native,190,175,494764,3578555
175_05,Native,230,175,495542,3578727
175_06,Native,183,175,496193,3578722
175_07,Native,207,175,496151,3579732
175_08,Native,272,175,497777,3579410
175_09,Native,229,175,497194,3580706
175_10,Native,235,175,498309,3580656
175_11,Native,245,175,497192,3581494
175_12,Native,262,175,497992,3582449
176_01,Native,194,176,487439,3578713
176_02,Native,161,176,488435,3578517
176_02a,Native,60,176,488660,3578438
176_03,Native,278,176,489529,3578156
176_04,Native,243,176,490129,3578173
176_05,Native,202,176,488391,3579266
176_06,Native,149,176,489229,3579416
176_07,Native,396,176,490455,3579683
176_08,Native,365,176,491484,3579305
176_09,Native,112,176,488233,3580533
176_10,Native,188,176,489349,3580135
176_11,Native,174,176,491623,3580450
176_12,Native,223,176,492139,3580703
177_01,Native,340,177,492748,3579429
177_02,Native,410,177,493296,3579777
177_03,Native,442,177,494782,3579730
177_04,Native,469,177,495443,3579170
177_05,Native,40,177,493257,3580250
177_05a,Native,228,177,493218,3580781
177_06,Native,528,177,494603,3580431
177_07,Native,322,177,495682,3580748
177_08,Native,268,177,496431,3580641
177_08a,Native,240,177,496308,3580600
177_09,Native,96,177,491304,3581197
177_09a,Native,203,177,491386,3581632
177_10,Native,329,177,492598,3581865
177_11,Native,313,177,493625,3581616
177_12,Native,221,177,494106,3581127
177_12a,Native,201,177,494363,3581045
178_01,Native,206,178,490805,3580650
178_02,Native,266,178,489356,3581322
178_03,Native,167,178,490397,3581589
178_04,Native,269,178,495241,3581488
178_05,Native,255,178,496177,3581441
178_06,Native,116,178,490725,3582839
178_07,Native,164,178,491508,3582438
178_08,Native,206,178,492533,3582363
178_09,Native,237,178,493854,3582353
178_10,Native,160,178,494080,3582621
178_11,Native,248,178,495038,3581971
178_12,Native,203,178,496236,3582445
179_01,Native,115,179,486361,3578171
179_02,Native,147,179,486493,3579770
179_03,Native,143,179,487383,3579433
179_04,Native,116,179,486309,3580403
179_05,Native,129,179,487563,3580450
179_06,Native,189,179,486798,3581494
179_07,Native,46,179,487095,3581487
179_07a,Native,67,179,487129,3581516
179_08,Native,146,179,488862,3581535
179_09,Native,127,179,486587,3582207
179_10,Native,144,179,487552,3582300
179_11,Native,113,179,488361,3582429
179_12,Native,335,179,489232,3582088
180_01,Native,164,180,498606,3582957
180_01a,Native,111,180,498477,3582834
180_02,Native,296,180,499854,3581918
180_03,Native,315,180,493257,3582939
180_04,Native,381,180,494896,3583789
180_05,Native,475,180,495831,3583116
180_06,Native,363,180,496911,3583746
180_07,Native,406,180,497591,3583591
180_08,Native,165,180,498665,3583396
180_08a,Native,135,180,498461,3583450
180_09,Native,400,180,499329,3583176
180_10,Native,290,180,497513,3584753
180_11,Native,283,180,498498,3584039
180_12,Native,212,180,499657,3584373
181_01,Native,128,181,502346,3586794
181_01a,Native,205,181,502544,3586772
181_02,Native,97,181,501681,3587344
181_02a,Native,131,181,501584,3587504
181_03,Native,312,181,502221,3587860
181_04,Native,242,181,503791,3587423
181_05,Native,309,181,501552,3588206
181_06,Native,391,181,502498,3588215
181_07,Native,179,181,501576,3589312
181_08,Native,341,181,502275,3589489
181_09,Native,288,181,501794,3590577
181_10,Native,307,181,502189,3590837
181_11,Native,300,181,501207,3591096
182_01,Native,357,182,498294,3586675
182_02,Native,450,182,499390,3586467
182_03,Native,435,182,500796,3586579
182_04,Native,386,182,501387,3586079
182_05,Native,414,182,499814,3587114
182_06,Native,310,182,500677,3587354
182_07,Native,295,182,500135,3587540
182_08,Native,389,182,500431,3589199
182_09,Native,310,182,500214,3590273
182_10,Native,328,182,500037,3591207
182_11,Native,396,182,501966,3590712
183_01,Native,231,183,492839,3583593
183_02,Native,222,183,492898,3585426
183_03,Native,249,183,493246,3584273
183_04,Native,272,183,494621,3584251
183_05,Native,221,183,495483,3584671
183_06,Native,292,183,496252,3584459
183_07,Native,217,183,495402,3585872
183_08,Native,257,183,496408,3585287
183_09,Native,265,183,497455,3585062
183_10,Native,224,183,498777,3585560
183_11,Native,318,183,499356,3585286
184_01,Native,188,184,490031,3557225
184_02,Native,151,184,490323,3557686
184_03a,Native,37,184,489055,3558321
184_04,Native,233,184,490805,3558678
184_05,Native,261,184,489040,3559835
184_06,Native,286,184,490874,3559798
184_07,Native,249,184,489453,3561123
184_08,Native,257,184,490285,3560897
184_09,Native,262,184,489869,3561364
184_10,Native,205,184,490258,3561854
184_10a,Native,10,184,490402,3561736
184_11a,Native,65,184,490053,3562316
184_12,Native,298,184,491723,3562505
185_01,Native,272,185,496853,3560629
185_02,Native,228,185,497675,3560815
185_03,Native,311,185,496057,3561438
185_04,Native,362,185,496822,3561476
185_05,Native,446,185,497729,3561405
