"","siteID","n","routeID","easting","northing"
"769","164_06",18,164,521061,3564219
"770","164_07",22,164,523958,3564334
"771","164_08",27,164,524051,3564746
"772","164_09",22,164,525726,3564577
"773","164_10",27,164,520784,3565583
"774","164_11",26,164,525751,3565364
"775","165_01",24,165,525063,3555904
"776","165_02",25,165,524979,3556849
"777","165_03",32,165,524712,3558108
"778","165_04",20,165,526015,3558493
"779","165_05",25,165,524715,3558921
"780","165_06",18,165,525071,3558161
"781","165_07",27,165,524631,3559946
"782","165_08",26,165,524309,3560213
"783","165_09",20,165,525078,3560557
"784","165_10",20,165,524222,3561423
"785","165_11",24,165,525457,3561666
"786","165_12",26,165,524521,3562354
"787","165_13",21,165,524240,3563544
"788","166_01",22,166,515187,3558535
"789","166_02",34,166,517117,3558644
"790","166_03",26,166,515965,3559896
"791","166_04",24,166,516267,3559439
"792","166_05",31,166,518123,3559031
"793","166_06",23,166,515403,3559940
"794","166_07",23,166,516259,3560069
"795","166_08",27,166,517601,3560489
"796","166_09",22,166,518747,3560074
"797","166_09a",18,166,518562,3560656
"798","166_10",20,166,515360,3561701
"799","166_11",21,166,516494,3561646
"800","167_01",21,167,521614,3557500
"801","167_02",26,167,522116,3557774
"802","167_03",25,167,521814,3558531
"803","167_04",23,167,522227,3558985
"804","167_05",24,167,523074,3559195
"805","167_05a",7,167,523267,3558093
"806","167_06",26,167,521586,3559641
"807","167_07",27,167,522441,3559561
"808","167_08",21,167,519371,3560784
"809","167_09",16,167,520200,3560834
"810","167_10",25,167,521542,3560399
"811","167_11",25,167,523010,3559392
"812","167_11a",6,167,522572,3559597
"813","168_01",17,168,521419,3555657
"814","168_02",16,168,522674,3553679
"815","168_03",20,168,523680,3555008
"816","168_04",26,168,521660,3555259
"817","168_05",26,168,522261,3555270
"818","168_06",29,168,523631,3555774
"819","168_07",22,168,521727,3556872
"820","168_08",28,168,522518,3556893
"821","168_09",30,168,523355,3556887
"822","168_10",28,168,523080,3557570
"823","169_01",24,169,519857,3554941
"824","169_02",16,169,520832,3554287
"825","169_03",22,169,520717,3555242
"826","169_04",19,169,520287,3556166
"827","169_05",29,169,520687,3557806
"828","169_06",28,169,518209,3558846
"829","169_07",24,169,519008,3558654
"830","169_08",22,169,521019,3558763
"831","169_09",20,169,518883,3559299
"832","169_10",20,169,519917,3559296
"833","169_11",23,169,520516,3559297
"834","170_01",23,170,505873,3576156
"835","170_02",21,170,505374,3577543
"836","170_03",25,170,503993,3578496
"837","170_04",22,170,504513,3578636
"838","170_05",24,170,506306,3578748
"839","170_06",27,170,503141,3579408
"840","170_07",22,170,504057,3579631
"841","170_08",23,170,505277,3579073
"842","170_09",25,170,503129,3580106
"843","170_10",22,170,503317,3581348
"844","170_11",29,170,503659,3582616
"845","170_12",29,170,504347,3582747
"846","171_01",29,171,491211,3557343
"847","171_02",23,171,492851,3556840
"848","171_03",31,171,493435,3556807
"849","171_04",21,171,491285,3558673
"850","171_05",25,171,492360,3558690
"851","171_06",26,171,493188,3558756
"852","171_07",20,171,491806,3559077
"853","171_08",23,171,492434,3559065
"854","171_09",20,171,491900,3560578
"855","171_10",21,171,492423,3560042
"856","171_11",22,171,491606,3561460
"857","171_12",31,171,492368,3561742
"858","172_01",31,172,504150,3583346
"859","172_04",33,172,504800,3584990
"860","172_05",26,172,505214,3584693
"861","172_06",26,172,505606,3584532
"862","172_07",30,172,505731,3585668
"863","172_08",31,172,505893,3585429
"864","172_09",30,172,506527,3586548
"865","173_01",29,173,498177,3581525
"866","173_02",28,173,499692,3581806
"867","173_03",21,173,500750,3581780
"868","173_03a",11,173,499851,3581130
"869","173_04",33,173,500163,3582864
"870","173_05",28,173,501597,3582621
"871","173_06",30,173,502200,3582666
"872","173_07",28,173,501246,3583284
"873","173_08",31,173,502358,3583918
"874","173_09",23,173,503136,3583154
"875","173_10",39,173,502598,3584219
"876","173_11",34,173,503054,3584697
"877","174_01",36,174,500604,3583229
"878","174_02",30,174,500561,3584699
"879","174_03",21,174,501740,3584708
"880","174_04",18,174,500461,3585811
"881","174_05",17,174,501618,3585445
"882","174_05a",13,174,501535,3585476
"883","174_06",24,174,502234,3585857
"884","174_07",31,174,502810,3585087
"885","174_08",35,174,504039,3585244
"886","174_09",28,174,503343,3586372
"887","174_10",28,174,504659,3586244
"888","174_11",27,174,505283,3586722
"889","174_11a",9,174,505319,3586456
"890","174_12",26,174,504781,3587334
"891","175_01",33,175,491728,3578684
"892","175_02",26,175,492472,3578642
"893","175_03",24,175,493641,3578257
"894","175_04",18,175,494764,3578555
"895","175_05",17,175,495542,3578727
"896","175_06",16,175,496193,3578722
"897","175_07",20,175,496151,3579732
"898","175_08",21,175,497777,3579410
"899","175_09",23,175,497194,3580706
"900","175_10",29,175,498309,3580656
"901","175_11",28,175,497192,3581494
"902","175_12",20,175,497992,3582449
"903","176_01",22,176,487439,3578713
"904","176_02",20,176,488435,3578517
"905","176_02a",17,176,488660,3578438
"906","176_03",21,176,489529,3578156
"907","176_04",26,176,490129,3578173
"908","176_05",25,176,488391,3579266
"909","176_06",23,176,489229,3579416
"910","176_07",37,176,490455,3579683
"911","176_08",39,176,491484,3579305
"912","176_09",15,176,488233,3580533
"913","176_10",26,176,489349,3580135
"914","176_11",18,176,491623,3580450
"915","176_12",26,176,492139,3580703
"916","177_01",26,177,492748,3579429
"917","177_02",22,177,493296,3579777
"918","177_03",19,177,494782,3579730
"919","177_04",23,177,495443,3579170
"920","177_05",11,177,493257,3580250
"921","177_05a",25,177,493218,3580781
"922","177_06",23,177,494603,3580431
"923","177_07",24,177,495682,3580748
"924","177_08",24,177,496431,3580641
"925","177_08a",18,177,496308,3580600
"926","177_09",15,177,491304,3581197
"927","177_09a",22,177,491386,3581632
"928","177_10",25,177,492598,3581865
"929","177_11",18,177,493625,3581616
"930","177_12",15,177,494106,3581127
"931","177_12a",19,177,494363,3581045
"932","178_01",16,178,490805,3580650
"933","178_02",30,178,489356,3581322
"934","178_03",19,178,490397,3581589
"935","178_04",21,178,495241,3581488
"936","178_05",17,178,496177,3581441
"937","178_06",18,178,490725,3582839
"938","178_07",20,178,491508,3582438
"939","178_08",24,178,492533,3582363
"940","178_09",18,178,493854,3582353
"941","178_10",22,178,494080,3582621
"942","178_11",28,178,495038,3581971
"943","178_12",15,178,496236,3582445
"944","179_01",27,179,486361,3578171
"945","179_02",22,179,486493,3579770
"946","179_03",17,179,487383,3579433
"947","179_04",22,179,486309,3580403
"948","179_05",23,179,487563,3580450
"949","179_06",22,179,486798,3581494
"950","179_07",17,179,487095,3581487
"951","179_07a",17,179,487129,3581516
"952","179_08",20,179,488862,3581535
"953","179_09",19,179,486587,3582207
"954","179_10",21,179,487552,3582300
"955","179_11",13,179,488361,3582429
"956","179_12",29,179,489232,3582088
"957","180_01",25,180,498606,3582957
"958","180_01a",18,180,498477,3582834
"959","180_02",33,180,499854,3581918
"960","180_03",29,180,493257,3582939
"961","180_04",26,180,494896,3583789
"962","180_05",31,180,495831,3583116
"963","180_06",27,180,496911,3583746
"964","180_07",29,180,497591,3583591
"965","180_08",18,180,498665,3583396
"966","180_08a",27,180,498461,3583450
"967","180_09",30,180,499329,3583176
"968","180_10",32,180,497513,3584753
"969","180_11",28,180,498498,3584039
"970","180_12",37,180,499657,3584373
"971","181_01",19,181,502346,3586794
"972","181_01a",24,181,502544,3586772
"973","181_02",21,181,501681,3587344
"974","181_02a",22,181,501584,3587504
"975","181_03",32,181,502221,3587860
"976","181_04",29,181,503791,3587423
"977","181_05",29,181,501552,3588206
"978","181_06",31,181,502498,3588215
"979","181_07",23,181,501576,3589312
"980","181_08",26,181,502275,3589489
"981","181_09",33,181,501794,3590577
"982","181_10",40,181,502189,3590837
"983","181_11",31,181,501207,3591096
"984","182_01",31,182,498294,3586675
"985","182_02",35,182,499390,3586467
"986","182_03",31,182,500796,3586579
"987","182_04",35,182,501387,3586079
"988","182_05",31,182,499814,3587114
"989","182_06",31,182,500677,3587354
"990","182_07",32,182,500135,3587540
"991","182_08",37,182,500431,3589199
"992","182_09",29,182,500214,3590273
"993","182_10",35,182,500037,3591207
"994","182_11",43,182,501966,3590712
"995","183_01",18,183,492839,3583593
"996","183_02",22,183,492898,3585426
"997","183_03",23,183,493246,3584273
"998","183_04",24,183,494621,3584251
"999","183_05",22,183,495483,3584671
"1000","183_06",24,183,496252,3584459
"1001","183_07",31,183,495402,3585872
"1002","183_08",20,183,496408,3585287
"1003","183_09",22,183,497455,3585062
"1004","183_10",25,183,498777,3585560
"1005","183_11",24,183,499356,3585286
"1006","184_01",29,184,490031,3557225
"1007","184_02",27,184,490323,3557686
"1008","184_03a",16,184,489055,3558321
"1009","184_04",31,184,490805,3558678
"1010","184_05",30,184,489040,3559835
"1011","184_06",30,184,490874,3559798
"1012","184_07",23,184,489453,3561123
"1013","184_08",23,184,490285,3560897
"1014","184_09",24,184,489869,3561364
"1015","184_10",22,184,490258,3561854
"1016","184_10a",6,184,490402,3561736
"1017","184_11a",15,184,490053,3562316
"1018","184_12",29,184,491723,3562505
"1019","185_01",26,185,496853,3560629
"1020","185_02",19,185,497675,3560815
"1021","185_03",30,185,496057,3561438
"1022","185_04",24,185,496822,3561476
"1023","185_05",24,185,497729,3561405
"1024","501_01",31,501,511349,3569545
"1025","501_02",32,501,511590,3569714
"1026","501_03",30,501,511336,3569763
"1027","501_04",40,501,511235,3569960
"1028","501_05",39,501,511353,3570169
"1029","501_06",39,501,511652,3570220
"1030","501_07",41,501,511084,3569629
"1031","501_08",43,501,510932,3570093
"1032","501_09",38,501,510555,3570014
"1033","501_10",26,501,510597,3569828
"1034","501_11",31,501,510859,3569845
"1035","501_12",24,501,510820,3569531
"1036","501_13",20,501,511116,3569993
"1037","501_14",21,501,510699,3570437
"1038","501_15",15,501,510933,3570341
"1039","501_16",19,501,511265,3570270
"1040","501_17",20,501,511517,3570281
"1041","501_18",18,501,510214,3570437
"1042","501_19",15,501,511328,3569999
"1043","502_01",85,502,499397,3560414
"1044","502_02",45,502,498971,3560717
"1045","502_03",60,502,499185,3560871
"1046","502_04",60,502,498676,3560717
"1047","502_05",59,502,498616,3560434
"1048","503_01",46,503,511774,3569207
"1049","503_02",49,503,511794,3569465
"1050","503_03",58,503,511976,3569372
"1051","503_04",61,503,512181,3569308
"1052","503_05",59,503,512468,3569359
"1053","503_06",52,503,512048,3569125
"1054","504_01",38,504,484381,3567585
"1055","504_02",41,504,484134,3567546
"1056","504_03",43,504,484073,3567478
"1057","504_04",47,504,484065,3567437
"1058","504_05",42,504,484142,3567298
"1059","504_06",37,504,484060,3567242
"1060","504_07",49,504,483978,3567347
"1061","504_08",49,504,484166,3567339
"1062","504_09",46,504,484258,3567358
"1063","504_10",46,504,484280,3567353
"1064","505_01",72,505,498065,3571374
"1065","505_02",83,505,497965,3571038
"1066","505_03",86,505,497628,3571133
"1067","505_04",76,505,497410,3571358
"1068","505_05",93,505,497597,3571402
"1069","505_06",92,505,497850,3571275
"1070","506_01",53,506,500434,3561979
"1071","506_02",55,506,500578,3561754
"1072","506_03",56,506,500427,3561509
"1073","506_04",54,506,500338,3561233
"1074","507_01",58,507,507604,3564318
"1075","507_02",58,507,507129,3564419
"1076","507_03",39,507,506688,3564435
"1077","508_01",88,508,525369,3571630
"1078","508_02",77,508,525074,3571662
"1079","508_03",72,508,524822,3571628
"1080","508_04",56,508,525054,3571838
"1081","508_05",28,508,525321,3571797
"1082","508_05a",54,508,525285,3571836
"1083","508_06",33,508,525519,3571700
"1084","508_06a",56,508,525587,3571794
"1085","508_07",36,508,524615,3571844
"1086","508_07a",67,508,524620,3571844
"1087","509_01",64,509,506684,3560741
"1088","509_02",55,509,506368,3560903
"1089","509_03",36,509,506083,3560780
"1090","509_04",37,509,505915,3560554
"1091","509_05",56,509,506157,3560397
"1092","509_06",64,509,506296,3560635
"1093","509_07",65,509,506489,3560423
"1094","509_TA",68,509,506498,3560743
"1095","509_TB",73,509,506850,3560912
"1096","509_TC",61,509,506625,3560972
"1097","509_TD",72,509,506225,3560814
"1098","510_01",42,510,494904,3581145
"1099","510_02",40,510,495513,3581259
"1100","510_03",31,510,495053,3581320
"1101","510_04",30,510,495257,3581462
"1102","510_05",35,510,495299,3581508
"1103","510_06",71,510,495012,3581862
"1104","510_07",41,510,495137,3582112
"1105","510_08",35,510,494604,3581170
"1106","510_TA",41,510,494957,3581862
"1107","510_TB",46,510,495098,3581080
"1108","510_TC",42,510,495422,3581280
"1109","510_TD",34,510,495262,3581554
"1110","510_TE",38,510,494836,3581284
"1111","511_01",29,511,495542,3581000
"1112","511_02",24,511,495239,3580929
"1113","511_TA",32,511,495359,3580975
"1114","511_TB",31,511,495427,3580871
"1115","512_01",95,512,519030,3568149
"1116","512_02",75,512,520604,3567350
"1117","512_03",69,512,520264,3567271
"1118","512_04",64,512,520174,3567430
"1119","512_05",105,512,519769,3567931
"1120","512_06",19,512,519029,3568150
"1121","512_T1",79,512,521075,3567611
"1122","512_T2",72,512,521450,3566905
"1123","512_T3",76,512,521025,3566861
"1124","512_T4",81,512,520487,3567122
"1125","512_T5",80,512,519955,3567696
"1126","512_T6",93,512,519193,3568182
"1127","512_T7",87,512,518370,3568128
"1128","513_01",84,513,533851,3542593
"1129","513_02",9,513,534058,3542384
"1130","513_03",10,513,534336,3542280
"1131","513_04",11,513,534635,3542224
"1132","513_05",10,513,534900,3542098
"1133","513_06",10,513,535173,3541974
"1134","513_07",8,513,535464,3541924
"1135","513_08",10,513,535757,3541931
"1136","513_09",9,513,536055,3542025
"1137","513_10",10,513,536290,3541835
"1138","516_01",45,516,517347,3559509
"1139","516_02",48,516,517353,3559637
"1140","516_03a",12,516,517253,3559766
"1141","516_04",43,516,517333,3559827
"1142","516_05",39,516,517265,3559973
"1143","516_06",41,516,517435,3559929
"1144","517_01",42,517,501638,3578057
"1145","517_02",48,517,501721,3578311
"1146","517_03",24,517,501838,3578263
"1147","517_03a",40,517,501838,3577975
"1148","517_04",47,517,501939,3577975
"1149","517_05",46,517,501849,3578038
"1150","517_06",46,517,501714,3577912
"1151","518_01",52,518,497198,3572048
"1152","518_02",48,518,497129,3572159
"1153","518_03",43,518,497007,3572382
"1154","518_04",54,518,496753,3572444
"1155","518_05",50,518,496609,3572604
"1156","518_06",53,518,496430,3572891
"1157","518_07",48,518,496876,3571770
"1158","518_08",42,518,497011,3571862
"1159","518_09",57,518,496869,3572183
"1160","519_01",30,519,520776,3564139
"1161","519_02",26,519,520942,3564137
"1162","519_03",25,519,521013,3564042
"1163","519_04",26,519,520896,3564000
"1164","519_05",26,519,520711,3564075
"1165","519_06",28,519,520658,3564281
"1166","519_07",26,519,520629,3564563
"1167","519_08",28,519,520577,3564294
"1168","519_09",25,519,520472,3564247
"1169","520_01",27,520,508518,3567933
"1170","520_02",33,520,508573,3567982
"1171","520_03",32,520,508656,3567945
"1172","520_04",29,520,508668,3568026
"1173","520_05",15,520,508676,3568002
"1174","521_01a",22,521,483387,3571991
"1175","521_02",42,521,484167,3572544
"1176","521_03a",27,521,484370,3568710
"1177","521_04",42,521,480553,3571561
"1178","521_05",39,521,481264,3571329
"1179","521_06",44,521,484401,3575802
"1180","521_07",32,521,487614,3576184
"1181","521_08",36,521,478961,3570432
"1182","521_09",38,521,480056,3569553
"1183","522_01",46,522,525320,3561482
"1184","522_02",42,522,524966,3562450
"1185","522_02a",30,522,525749,3559722
"1186","522_03",60,522,525824,3563005
"1187","522_03a",31,522,526205,3559433
"1188","522_04",50,522,526203,3562512
"1189","522_05",53,522,527733,3562258
"1190","522_05a",26,522,526160,3562214
"1191","522_06",52,522,527476,3560836
"1192","522_06a",27,522,527514,3561016
"1193","522_07",46,522,526902,3560657
"1194","522_08",50,522,525626,3559347
"1195","522_09a",31,522,527577,3562767
"1196","522_11a",29,522,525440,3563033
"1197","523_01",64,523,536919,3557442
"1198","523_02",73,523,536859,3557237
"1199","523_03",80,523,536031,3554786
"1200","523_04",80,523,535737,3554751
"1201","523_05",49,523,529565,3555675
"1202","523_06",46,523,529557,3555269
"1203","523_07",76,523,529521,3553692
"1204","524_01",61,524,526247,3567122
"1205","524_02",56,524,526037,3567162
"1206","524_03",58,524,525830,3567180
"1207","524_04",51,524,525482,3567122
"1208","524_05",54,524,525180,3567159
"1209","524_06",54,524,524727,3567287
"1210","524_07",56,524,524327,3567585
"1211","524_08",54,524,523737,3567588
"1212","525_12",48,525,527008,3563713
"1213","525_13",47,525,526619,3564736
"1214","525_15",45,525,527457,3563985
"1215","525_16",41,525,527592,3564598
"1216","525_17",60,525,528374,3564747
"1217","525_18",47,525,529472,3564747
"1218","525_19",45,525,527816,3565173
"1219","525_20",51,525,527661,3565427
"1220","525_21",46,525,528814,3565732
"1221","525_22",39,525,529100,3565820
"1222","525_23",45,525,529717,3565267
"1223","525_24",45,525,529112,3566379
"1224","525_25",39,525,529889,3566063
"1225","525_26",47,525,530401,3566229
"1226","526_01",60,526,509386,3592737
"1227","526_02",67,526,509320,3592409
"1228","526_03",76,526,509323,3591988
"1229","526_04",76,526,509118,3591512
"1230","526_05",86,526,509040,3591363
"1231","526_06",67,526,509157,3592443
"1232","526_07",57,526,509150,3592888
"1233","527_01",51,527,506341,3571161
"1234","527_02",43,527,506352,3571329
"1235","527_03",50,527,506269,3571329
"1236","527_04",43,527,506360,3571476
"1237","527_05",40,527,506431,3571355
"1238","527_06",45,527,506473,3571193
"1239","528_01",48,528,509316,3569305
"1240","528_02",44,528,509514,3569453
"1241","528_03",51,528,509431,3569580
"1242","529_01",32,529,494471,3567364
"1243","529_02",26,529,494419,3567200
"1244","529_03",27,529,494258,3567034
"1245","529_04",25,529,494239,3567172
"1246","530_01",27,530,494884,3562881
"1247","530_02",26,530,493007,3563045
"1248","530_03",26,530,493977,3564639
"1249","530_04",24,530,490579,3565104
"1250","530_05",26,530,488088,3563061
"1251","530_06",24,530,490053,3562316
"1252","530_07",22,530,497540,3558483
"1253","531_01",26,531,504607,3566141
"1254","531_02",20,531,504643,3566220
"1255","531_03",19,531,504340,3566289
"1256","531_04",15,531,504194,3566305
"1257","531_05",22,531,504096,3566298
"1258","531_06",21,531,504115,3566185
"1259","531_07",16,531,504288,3565823
"1260","531_08",18,531,504366,3566103
"1261","531_09",6,531,504297,3566533
"1262","532_01",10,532,504381,3564604
"1263","532_02",11,532,503895,3563128
"1264","532_03",6,532,503898,3563205
"1265","533_01",5,533,504381,3564604
"1266","533_02",5,533,503895,3563128
"1267","533_03",9,533,503898,3563205
"1268","534_01",30,534,512294,3607705
"1269","534_02",23,534,512544,3608668
"1270","534_03",29,534,511881,3611138
"1271","534_04",42,534,510651,3613703
"1272","534_05",33,534,511493,3614954
"1273","534_06",41,534,511201,3617242
"1274","534_07",23,534,511201,3617242
"1275","534_08",24,534,505579,3619139
"1276","534_09",23,534,507309,3617448
"1277","535_01",37,535,502815,3582255
"1278","535_02",28,535,503022,3581917
"1279","536_01",37,536,508687,3587685
"1280","536_02",40,536,508980,3587893
"1281","536_03",39,536,508574,3587305
"1282","536_04",47,536,508586,3587076
"1283","536_05",38,536,507821,3587733
"1284","536_05a",8,536,508263,3587225
"1285","536_06",46,536,507486,3587511
"1286","536_07",38,536,506887,3588091
"1287","537_01",44,537,507213,3564159
"1288","537_02",32,537,507088,3563612
"1289","537_03",38,537,507290,3563594
"1290","537_04",43,537,507206,3563653
"1291","537_05",43,537,507324,3563669
"1292","537_06",33,537,507475,3563720
"1293","537_07",75,537,508293,3563547
"1294","537_08",23,537,508098,3564979
"1295","537_09",14,537,507176,3564160
"1296","537_10",16,537,507816,3564100
"1297","538_01",33,538,501292,3563477
"1298","538_02",29,538,501538,3563797
"1299","538_03",23,538,501717,3563672
"1300","538_04",25,538,501786,3563936
"1301","539_01",69,539,517717,3559672
"1302","539_02",65,539,517876,3559402
"1303","540_01",25,540,501357,3586317
"1304","540_02",34,540,501363,3585927
"1305","540_03",21,540,501272,3586027
"1306","540_04",29,540,501323,3586217
"1307","540_05",31,540,501364,3586596
"1308","540_06",28,540,501421,3586684
"1309","540_07",34,540,501488,3586641
"1310","540_08",36,540,501494,3586522
"1311","540_09",32,540,501833,3586365
"1312","540_10",33,540,501724,3586249
"1313","540_11",31,540,501669,3586103
"1314","541_01",27,541,505402,3578658
"1315","541_02",19,541,505836,3577933
"1316","541_03",24,541,505439,3579026
"1317","541_04",18,541,505683,3579370
"1318","541_05",20,541,505521,3579350
"1319","541_06",22,541,505214,3579384
"1320","541_07",31,541,504995,3579485
"1321","541_08",21,541,505143,3579692
"1322","541_09",27,541,504824,3579121
"1323","542_01",21,542,506849,3577368
"1324","542_01a",16,542,506820,3577327
"1325","542_02",30,542,506941,3576784
"1326","542_03",28,542,506848,3577823
"1327","542_04",25,542,507287,3577466
"1328","542_04a",21,542,507330,3577490
"1329","542_05",30,542,506727,3577158
"1330","543_01",33,543,500046,3564255
"1331","543_02",32,543,500162,3563645
"1332","543_03",36,543,500531,3563574
"1333","543_04",23,543,500387,3564209
"1334","544_01",36,544,505564,3586300
"1335","544_02",43,544,505472,3586993
"1336","544_03",44,544,505281,3587438
"1337","544_04",30,544,505741,3586558
"1338","545_01",22,545,500035,3564302
"1339","545_02",16,545,499947,3564489
"1340","547_01",33,547,497788,3566332
"1341","547_02",26,547,497766,3566067
"1342","547_03",34,547,497411,3565735
"1343","547_04",32,547,497445,3566106
"1344","547_05",35,547,497514,3565945
"1345","548_01",80,548,483389,3558520
"1346","548_02",67,548,483107,3558780
"1347","548_03",65,548,482848,3558775
"1348","549_01",46,549,518296,3554467
"1349","549_02",43,549,516411,3555799
"1350","549_03",43,549,517106,3555700
"1351","549_04",55,549,517101,3556275
"1352","549_07",56,549,517126,3556852
"1353","549_08",46,549,512096,3559635
"1354","549_10",29,549,510887,3561619
"1355","549_11",46,549,512063,3561431
"1356","550_01",18,550,500936,3562077
"1357","550_02",21,550,500973,3561930
"1358","550_03",21,550,500966,3561766
"1359","551_01",24,551,501346,3566272
"1360","551_02",20,551,501380,3565941
"1361","551_03",22,551,501458,3565765
"1362","551_04",20,551,501633,3565498
"1363","551_05",26,551,501670,3564922
"1364","552_01",26,552,518389,3561474
"1365","552_02",23,552,518508.2,3561381.1
"1366","552_03",30,552,518570.3,3561452.1
"1367","552_04",24,552,518414,3561377.6
"1368","552_05",31,552,518648.9,3561264.9
"1369","553_01",37,553,520596.1,3567391.9
"1370","553_02",27,553,520578.1,3567018.3
"1371","553_03",25,553,520483.3,3567285.2
"1372","553_04",30,553,520260.8,3567366.8
"1373","91_01",11,91,483387,3571991
"1374","91_02",10,91,483617,3572710
"1375","91_03",6,91,484370,3568710
"1376","91_04",7,91,480553,3571561
"1377","91_05",12,91,481264,3571329
"1378","91_06",10,91,485612,3579287
"1379","91_07",8,91,484872,3579209
"1380","91_08",8,91,478264,3570189
"1381","91_09",10,91,477874,3570826
"1382","92_01",12,92,526004,3558474
"1383","92_02",9,92,527717,3562406
"1384","92_03",9,92,527420,3561730
"1385","92_04",7,92,528895,3563098
"1386","921_12",27,921,526937,3563906
"1387","921_13",27,921,527392,3563304
"1388","921_14",28,921,527350,3563604
"1389","921_15",24,921,527319,3563985
"1390","921_16",26,921,527592,3564771
"1391","921_17",29,921,528327,3564921
"1392","921_18",26,921,529249,3564747
"1393","921_19",27,921,527515,3565088
"1394","921_20",25,921,527661,3565637
"1395","921_21",21,921,528814,3565918
"1396","921_22",17,921,529100,3566044
"1397","921_23",25,921,529661,3565267
"1398","921_24",16,921,529089,3566306
"1399","921_25",19,921,529831,3566291
"1400","921_26",18,921,530332,3566428
"1401","922_02",17,922,525749,3559722
"1402","922_03",14,922,526205,3559433
"1403","922_04",10,922,526921,3560621
"1404","922_05",9,922,526160,3562214
"1405","922_06",9,922,527514,3561016
"1406","922_07",13,922,525775,3563061
"1407","922_08",14,922,526206,3562506
"1408","922_09",12,922,527800,3562733
"1409","922_10",12,922,527733,3562254
"1410","922_11",14,922,525440,3563033
"1411","93_01",15,93,518296,3554467
"1412","93_02",25,93,516411,3555799
"1413","93_03",22,93,517106,3555700
"1414","93_13",20,93,513192,3557833
"1415","93_14",26,93,513865,3557379
"1416","93_17",22,93,517126,3556852
"1417","93_22",16,93,512060,3558884
"1418","93_28",24,93,512054,3559506
"1419","93_34",16,93,512273,3560203
"1420","93_35",14,93,513201,3560829
"1421","93_39",10,93,510887,3561619
"1422","93_40a",12,93,511402,3561574
"1423","93_43",15,93,510986,3562137
"1424","94_05a",9,94,517052,3575258
"1425","941_02",39,941,517649,3575591
"1426","941_07",39,941,518336,3576547
"1427","941_08",43,941,519726,3577416
"1428","941_09",40,941,520292,3578207
"1429","942_03",12,942,518056,3575665
"1430","942_03a",31,942,518084,3575592
"1431","942_05",35,942,516730,3577010
"1432","942_06",33,942,517133,3576614
"1433","943_01",26,943,518733,3574972
"1434","943_04",32,943,519892,3575540
"1435","96_01",12,96,505156,3587582
"1436","96_01a",18,96,505038,3587701
"1437","96_02",17,96,503847,3588476
"1438","96_03",20,96,504444,3588754
"1439","96_04",17,96,505235,3588910
"1440","96_05",17,96,503690,3589622
"1441","96_06",21,96,504418,3589524
"1442","96_07",17,96,505540,3589430
"1443","96_08",26,96,503157,3590866
"1444","96_09",6,96,504069,3591164
"1445","96_09a",11,96,504064,3590262
"1446","96_09b",14,96,504086,3590243
"1447","96_10",22,96,504441,3591408
