"","siteID","native.US","n","routeID","easting","northing"
"1257","155_11","Native",18,155,516614,3562113
"1258","155_11","Non-native",3,155,516614,3562113
"1259","155_12","Native",17,155,517322,3562021
"1260","155_12","Non-native",1,155,517322,3562021
"1261","156_01","Native",19,156,521755,3568753
"1262","156_01","Non-native",2,156,521755,3568753
"1263","156_02","Native",21,156,520710,3569860
"1264","156_02","Non-native",2,156,520710,3569860
"1265","156_03","Native",18,156,521410,3569501
"1266","156_03","Non-native",2,156,521410,3569501
"1267","156_04","Native",19,156,520352,3570320
"1268","156_04","Non-native",3,156,520352,3570320
"1269","156_05","Native",27,156,520111,3571315
"1270","156_05","Non-native",3,156,520111,3571315
"1271","156_06","Native",27,156,521066,3571625
"1272","156_06","Non-native",1,156,521066,3571625
"1273","156_07","Native",22,156,520388,3572862
"1274","156_07","Non-native",2,156,520388,3572862
"1275","156_08","Native",18,156,521122,3572636
"1276","156_08","Non-native",2,156,521122,3572636
"1277","156_09","Native",24,156,520656,3573187
"1278","156_09","Non-native",1,156,520656,3573187
"1279","156_10","Native",20,156,521513,3573724
"1280","156_10","Non-native",2,156,521513,3573724
"1281","156_11","Native",23,156,521896,3574116
"1282","156_12","Native",18,156,522155,3574217
"1283","157_01","Native",20,157,518452,3562025
"1284","157_01","Non-native",3,157,518452,3562025
"1285","157_02","Native",16,157,518320,3563430
"1286","157_02","Non-native",4,157,518320,3563430
"1287","157_03","Native",13,157,518168,3564142
"1288","157_03","Non-native",3,157,518168,3564142
"1289","157_04","Native",19,157,518887,3564943
"1290","157_04","Non-native",2,157,518887,3564943
"1291","157_05","Native",9,157,517794,3566525
"1292","157_05","Non-native",2,157,517794,3566525
"1293","157_05a","Native",9,157,517778,3566545
"1294","157_05a","Non-native",2,157,517778,3566545
"1295","157_06","Native",17,157,518990,3566255
"1296","157_06","Non-native",2,157,518990,3566255
"1297","157_07","Native",19,157,520603,3566775
"1298","157_07","Non-native",1,157,520603,3566775
"1299","157_08","Native",19,157,517389,3567477
"1300","157_08","Non-native",3,157,517389,3567477
"1301","157_09","Native",15,157,518802,3567318
"1302","157_09","Non-native",3,157,518802,3567318
"1303","157_10","Native",27,157,519883,3567481
"1304","157_10","Non-native",2,157,519883,3567481
"1305","157_11","Native",28,157,520430,3567494
"1306","157_11","Non-native",2,157,520430,3567494
"1307","157_12","Native",22,157,520569,3568528
"1308","157_12","Non-native",2,157,520569,3568528
"1309","158_01","Native",37,158,522389,3567599
"1310","158_01","Non-native",4,158,522389,3567599
"1311","158_02","Native",45,158,522009,3568246
"1312","158_02","Non-native",3,158,522009,3568246
"1313","158_03","Native",34,158,522166,3569077
"1314","158_03","Non-native",2,158,522166,3569077
"1315","158_04","Native",33,158,521252,3570866
"1316","158_04","Non-native",3,158,521252,3570866
"1317","158_05","Native",32,158,522509,3570278
"1318","158_05","Non-native",2,158,522509,3570278
"1319","158_06","Native",35,158,522412,3571239
"1320","158_06","Non-native",3,158,522412,3571239
"1321","158_07","Native",30,158,522755,3572662
"1322","158_07","Non-native",2,158,522755,3572662
"1323","158_08","Native",31,158,522455,3573179
"1324","158_08","Non-native",1,158,522455,3573179
"1325","158_09","Native",22,158,523547,3573687
"1326","158_09","Non-native",1,158,523547,3573687
"1327","158_09a","Native",18,158,523254,3573661
"1328","158_10","Native",34,158,523882,3573976
"1329","158_10","Non-native",1,158,523882,3573976
"1330","158_11","Native",35,158,524570,3574717
"1331","158_11","Non-native",1,158,524570,3574717
"1332","158_12","Native",23,158,526260,3574768
"1333","158_12a","Native",21,158,524964,3574163
"1334","159_01","Native",24,159,522658,3566426
"1335","159_01","Non-native",3,159,522658,3566426
"1336","159_02","Native",25,159,523486,3566475
"1337","159_02","Non-native",1,159,523486,3566475
"1338","159_03","Native",29,159,523897,3567796
"1339","159_03","Non-native",2,159,523897,3567796
"1340","159_04","Native",17,159,523779,3568456
"1341","159_04","Non-native",1,159,523779,3568456
"1342","159_05","Native",25,159,523387,3569583
"1343","159_05","Non-native",3,159,523387,3569583
"1344","159_06","Native",27,159,523579,3570441
"1345","159_06","Non-native",2,159,523579,3570441
"1346","159_07","Native",21,159,523130,3571220
"1347","159_07","Non-native",1,159,523130,3571220
"1348","159_08","Native",27,159,523662,3572655
"1349","159_08","Non-native",2,159,523662,3572655
"1350","159_09","Native",25,159,524194,3572114
"1351","159_09","Non-native",3,159,524194,3572114
"1352","159_10","Native",25,159,524375,3573490
"1353","159_10","Non-native",1,159,524375,3573490
"1354","159_11","Native",26,159,525284,3573548
"1355","160_01","Native",15,160,522526,3564718
"1356","160_01a","Native",31,160,522563,3564784
"1357","160_01a","Non-native",2,160,522563,3564784
"1358","160_02","Native",34,160,521882,3565745
"1359","160_02","Non-native",2,160,521882,3565745
"1360","160_03","Native",33,160,522203,3565763
"1361","160_03","Non-native",3,160,522203,3565763
"1362","160_04","Native",15,160,523287,3564954
"1363","160_04a","Native",28,160,523470,3564964
"1364","160_04a","Non-native",1,160,523470,3564964
"1365","160_05","Native",31,160,524542,3565023
"1366","160_05","Non-native",2,160,524542,3565023
"1367","160_06","Native",39,160,521752,3566407
"1368","160_06","Non-native",3,160,521752,3566407
"1369","160_07","Native",18,160,524672,3566531
"1370","160_07a","Native",28,160,524697,3566503
"1371","160_07a","Non-native",2,160,524697,3566503
"1372","160_08","Native",50,160,525115,3567088
"1373","160_09","Native",59,160,526110,3566983
"1374","160_09","Non-native",2,160,526110,3566983
"1375","160_10","Native",20,160,527307,3566568
"1376","160_10a","Native",34,160,527355,3566306
"1377","160_10a","Non-native",1,160,527355,3566306
"1378","160_11","Native",24,160,521294,3567658
"1379","160_11a","Native",29,160,521339,3567663
"1380","160_11a","Non-native",1,160,521339,3567663
"1381","161_01","Native",43,161,524918,3567731
"1382","161_01","Non-native",2,161,524918,3567731
"1383","161_02","Native",38,161,525475,3567513
"1384","161_02","Non-native",3,161,525475,3567513
"1385","161_03","Native",31,161,524775,3568498
"1386","161_03","Non-native",3,161,524775,3568498
"1387","161_04","Native",35,161,525314,3568123
"1388","161_04","Non-native",3,161,525314,3568123
"1389","161_05","Native",19,161,524280,3569165
"1390","161_05","Non-native",2,161,524280,3569165
"1391","161_05a","Native",21,161,524374,3569360
"1392","161_05a","Non-native",1,161,524374,3569360
"1393","161_06","Native",34,161,524647,3570420
"1394","161_06","Non-native",2,161,524647,3570420
"1395","161_07","Native",44,161,524270,3571556
"1396","161_07","Non-native",1,161,524270,3571556
"1397","161_08","Native",34,161,525756,3571388
"1398","161_08","Non-native",1,161,525756,3571388
"1399","161_09","Native",22,161,525329,3572652
"1400","161_10","Native",33,161,526295,3572725
"1401","162_01","Native",30,162,526643,3567854
"1402","162_01","Non-native",1,162,526643,3567854
"1403","162_02","Native",29,162,527828,3567901
"1404","162_03","Native",27,162,526137,3568256
"1405","162_03","Non-native",2,162,526137,3568256
"1406","162_04","Native",28,162,527477,3568395
"1407","162_04","Non-native",1,162,527477,3568395
"1408","162_05","Native",27,162,525550,3569659
"1409","162_05","Non-native",1,162,525550,3569659
"1410","162_06","Native",29,162,526266,3569921
"1411","162_06","Non-native",1,162,526266,3569921
"1412","162_07","Native",25,162,527874,3569698
"1413","162_07","Non-native",1,162,527874,3569698
"1414","162_08","Native",28,162,525780,3570110
"1415","162_08","Non-native",2,162,525780,3570110
"1416","162_08a","Native",11,162,525800,3570296
"1417","162_09","Native",24,162,526480,3570940
"1418","162_09","Non-native",1,162,526480,3570940
"1419","162_10","Native",25,162,526289,3571454
"1420","163_01","Native",30,163,523041,3559695
"1421","163_01","Non-native",4,163,523041,3559695
"1422","163_02","Native",23,163,523733,3560096
"1423","163_02","Non-native",3,163,523733,3560096
"1424","163_03","Native",30,163,523926,3561537
"1425","163_03","Non-native",2,163,523926,3561537
"1426","163_04","Native",26,163,520064,3562841
"1427","163_04","Non-native",3,163,520064,3562841
"1428","163_05","Native",23,163,520790,3562780
"1429","163_05","Non-native",3,163,520790,3562780
"1430","163_06","Native",24,163,521656,3562640
"1431","163_06","Non-native",3,163,521656,3562640
"1432","163_07","Native",25,163,522104,3562683
"1433","163_07","Non-native",3,163,522104,3562683
"1434","163_08","Native",27,163,523159,3562166
"1435","163_08","Non-native",3,163,523159,3562166
"1436","163_09","Native",27,163,519192,3563744
"1437","163_09","Non-native",3,163,519192,3563744
"1438","163_10","Native",28,163,519664,3564689
"1439","163_10","Non-native",4,163,519664,3564689
"1440","163_11","Native",20,163,519646,3565717
"1441","163_11","Non-native",4,163,519646,3565717
"1442","163_12","Native",23,163,519029,3566160
"1443","163_12","Non-native",3,163,519029,3566160
"1444","164_01","Native",18,164,520553,3563826
"1445","164_01","Non-native",3,164,520553,3563826
"1446","164_02","Native",25,164,521609,3563745
"1447","164_02","Non-native",3,164,521609,3563745
"1448","164_03","Native",28,164,522058,3563828
"1449","164_03","Non-native",2,164,522058,3563828
"1450","164_04","Native",27,164,523348,3563938
"1451","164_05","Native",20,164,520299,3564129
"1452","164_05","Non-native",3,164,520299,3564129
"1453","164_06","Native",15,164,521061,3564219
"1454","164_06","Non-native",3,164,521061,3564219
"1455","164_07","Native",21,164,523958,3564334
"1456","164_07","Non-native",1,164,523958,3564334
"1457","164_08","Native",26,164,524051,3564746
"1458","164_08","Non-native",1,164,524051,3564746
"1459","164_09","Native",21,164,525726,3564577
"1460","164_09","Non-native",1,164,525726,3564577
"1461","164_10","Native",24,164,520784,3565583
"1462","164_10","Non-native",3,164,520784,3565583
"1463","164_11","Native",24,164,525751,3565364
"1464","164_11","Non-native",2,164,525751,3565364
"1465","165_01","Native",23,165,525063,3555904
"1466","165_01","Non-native",1,165,525063,3555904
"1467","165_02","Native",24,165,524979,3556849
"1468","165_02","Non-native",1,165,524979,3556849
"1469","165_03","Native",31,165,524712,3558108
"1470","165_03","Non-native",1,165,524712,3558108
"1471","165_04","Native",19,165,526015,3558493
"1472","165_04","Non-native",1,165,526015,3558493
"1473","165_05","Native",24,165,524715,3558921
"1474","165_05","Non-native",1,165,524715,3558921
"1475","165_06","Native",17,165,525071,3558161
"1476","165_06","Non-native",1,165,525071,3558161
"1477","165_07","Native",26,165,524631,3559946
"1478","165_07","Non-native",1,165,524631,3559946
"1479","165_08","Native",24,165,524309,3560213
"1480","165_08","Non-native",2,165,524309,3560213
"1481","165_09","Native",19,165,525078,3560557
"1482","165_09","Non-native",1,165,525078,3560557
"1483","165_10","Native",19,165,524222,3561423
"1484","165_10","Non-native",1,165,524222,3561423
"1485","165_11","Native",23,165,525457,3561666
"1486","165_11","Non-native",1,165,525457,3561666
"1487","165_12","Native",25,165,524521,3562354
"1488","165_12","Non-native",1,165,524521,3562354
"1489","165_13","Native",20,165,524240,3563544
"1490","165_13","Non-native",1,165,524240,3563544
"1491","166_01","Native",19,166,515187,3558535
"1492","166_01","Non-native",3,166,515187,3558535
"1493","166_02","Native",31,166,517117,3558644
"1494","166_02","Non-native",3,166,517117,3558644
"1495","166_03","Native",23,166,515965,3559896
"1496","166_03","Non-native",3,166,515965,3559896
"1497","166_04","Native",21,166,516267,3559439
"1498","166_04","Non-native",3,166,516267,3559439
"1499","166_05","Native",29,166,518123,3559031
"1500","166_05","Non-native",2,166,518123,3559031
"1501","166_06","Native",20,166,515403,3559940
"1502","166_06","Non-native",3,166,515403,3559940
"1503","166_07","Native",20,166,516259,3560069
"1504","166_07","Non-native",3,166,516259,3560069
"1505","166_08","Native",24,166,517601,3560489
"1506","166_08","Non-native",3,166,517601,3560489
"1507","166_09","Native",20,166,518747,3560074
"1508","166_09","Non-native",2,166,518747,3560074
"1509","166_09a","Native",15,166,518562,3560656
"1510","166_09a","Non-native",3,166,518562,3560656
"1511","166_10","Native",17,166,515360,3561701
"1512","166_10","Non-native",3,166,515360,3561701
"1513","166_11","Native",18,166,516494,3561646
"1514","166_11","Non-native",3,166,516494,3561646
"1515","167_01","Native",18,167,521614,3557500
"1516","167_01","Non-native",3,167,521614,3557500
"1517","167_02","Native",25,167,522116,3557774
"1518","167_02","Non-native",1,167,522116,3557774
"1519","167_03","Native",22,167,521814,3558531
"1520","167_03","Non-native",3,167,521814,3558531
"1521","167_04","Native",20,167,522227,3558985
"1522","167_04","Non-native",3,167,522227,3558985
"1523","167_05","Native",23,167,523074,3559195
"1524","167_05","Non-native",1,167,523074,3559195
"1525","167_05a","Native",5,167,523267,3558093
"1526","167_05a","Non-native",2,167,523267,3558093
"1527","167_06","Native",23,167,521586,3559641
"1528","167_06","Non-native",3,167,521586,3559641
"1529","167_07","Native",25,167,522441,3559561
"1530","167_07","Non-native",2,167,522441,3559561
"1531","167_08","Native",18,167,519371,3560784
"1532","167_08","Non-native",3,167,519371,3560784
"1533","167_09","Native",14,167,520200,3560834
"1534","167_09","Non-native",2,167,520200,3560834
"1535","167_10","Native",23,167,521542,3560399
"1536","167_10","Non-native",2,167,521542,3560399
"1537","167_11","Native",24,167,523010,3559392
"1538","167_11","Non-native",1,167,523010,3559392
"1539","167_11a","Native",6,167,522572,3559597
"1540","168_01","Native",14,168,521419,3555657
"1541","168_01","Non-native",3,168,521419,3555657
"1542","168_02","Native",16,168,522674,3553679
"1543","168_03","Native",20,168,523680,3555008
"1544","168_04","Native",24,168,521660,3555259
"1545","168_04","Non-native",2,168,521660,3555259
"1546","168_05","Native",24,168,522261,3555270
"1547","168_05","Non-native",2,168,522261,3555270
"1548","168_06","Native",28,168,523631,3555774
"1549","168_06","Non-native",1,168,523631,3555774
"1550","168_07","Native",20,168,521727,3556872
"1551","168_07","Non-native",2,168,521727,3556872
"1552","168_08","Native",26,168,522518,3556893
"1553","168_08","Non-native",2,168,522518,3556893
"1554","168_09","Native",26,168,523355,3556887
"1555","168_09","Non-native",4,168,523355,3556887
"1556","168_10","Native",26,168,523080,3557570
"1557","168_10","Non-native",2,168,523080,3557570
"1558","169_01","Native",24,169,519857,3554941
"1559","169_02","Native",16,169,520832,3554287
"1560","169_03","Native",22,169,520717,3555242
"1561","169_04","Native",19,169,520287,3556166
"1562","169_05","Native",28,169,520687,3557806
"1563","169_05","Non-native",1,169,520687,3557806
"1564","169_06","Native",25,169,518209,3558846
"1565","169_06","Non-native",3,169,518209,3558846
"1566","169_07","Native",21,169,519008,3558654
"1567","169_07","Non-native",3,169,519008,3558654
"1568","169_08","Native",19,169,521019,3558763
"1569","169_08","Non-native",3,169,521019,3558763
"1570","169_09","Native",19,169,518883,3559299
"1571","169_09","Non-native",1,169,518883,3559299
"1572","169_10","Native",19,169,519917,3559296
"1573","169_10","Non-native",1,169,519917,3559296
"1574","169_11","Native",19,169,520516,3559297
"1575","169_11","Non-native",4,169,520516,3559297
"1576","170_01","Native",22,170,505873,3576156
"1577","170_01","Non-native",1,170,505873,3576156
"1578","170_02","Native",20,170,505374,3577543
"1579","170_02","Non-native",1,170,505374,3577543
"1580","170_03","Native",22,170,503993,3578496
"1581","170_03","Non-native",3,170,503993,3578496
"1582","170_04","Native",21,170,504513,3578636
"1583","170_04","Non-native",1,170,504513,3578636
"1584","170_05","Native",23,170,506306,3578748
"1585","170_05","Non-native",1,170,506306,3578748
"1586","170_06","Native",26,170,503141,3579408
"1587","170_06","Non-native",1,170,503141,3579408
"1588","170_07","Native",21,170,504057,3579631
"1589","170_07","Non-native",1,170,504057,3579631
"1590","170_08","Native",22,170,505277,3579073
"1591","170_08","Non-native",1,170,505277,3579073
"1592","170_09","Native",24,170,503129,3580106
"1593","170_09","Non-native",1,170,503129,3580106
"1594","170_10","Native",21,170,503317,3581348
"1595","170_10","Non-native",1,170,503317,3581348
"1596","170_11","Native",28,170,503659,3582616
"1597","170_11","Non-native",1,170,503659,3582616
"1598","170_12","Native",28,170,504347,3582747
"1599","170_12","Non-native",1,170,504347,3582747
"1600","171_01","Native",25,171,491211,3557343
"1601","171_01","Non-native",4,171,491211,3557343
"1602","171_02","Native",23,171,492851,3556840
"1603","171_03","Native",27,171,493435,3556807
"1604","171_03","Non-native",4,171,493435,3556807
"1605","171_04","Native",19,171,491285,3558673
"1606","171_04","Non-native",2,171,491285,3558673
"1607","171_05","Native",21,171,492360,3558690
"1608","171_05","Non-native",4,171,492360,3558690
"1609","171_06","Native",23,171,493188,3558756
"1610","171_06","Non-native",3,171,493188,3558756
"1611","171_07","Native",16,171,491806,3559077
"1612","171_07","Non-native",4,171,491806,3559077
"1613","171_08","Native",22,171,492434,3559065
"1614","171_08","Non-native",1,171,492434,3559065
"1615","171_09","Native",16,171,491900,3560578
"1616","171_09","Non-native",4,171,491900,3560578
"1617","171_10","Native",19,171,492423,3560042
"1618","171_10","Non-native",2,171,492423,3560042
"1619","171_11","Native",19,171,491606,3561460
"1620","171_11","Non-native",3,171,491606,3561460
"1621","171_12","Native",27,171,492368,3561742
"1622","171_12","Non-native",4,171,492368,3561742
"1623","172_01","Native",29,172,504150,3583346
"1624","172_01","Non-native",2,172,504150,3583346
"1625","172_04","Native",31,172,504800,3584990
"1626","172_04","Non-native",2,172,504800,3584990
"1627","172_05","Native",24,172,505214,3584693
"1628","172_05","Non-native",2,172,505214,3584693
"1629","172_06","Native",25,172,505606,3584532
"1630","172_06","Non-native",1,172,505606,3584532
"1631","172_07","Native",29,172,505731,3585668
"1632","172_07","Non-native",1,172,505731,3585668
"1633","172_08","Native",30,172,505893,3585429
"1634","172_08","Non-native",1,172,505893,3585429
"1635","172_09","Native",28,172,506527,3586548
"1636","172_09","Non-native",2,172,506527,3586548
"1637","173_01","Native",27,173,498177,3581525
"1638","173_01","Non-native",2,173,498177,3581525
"1639","173_02","Native",26,173,499692,3581806
"1640","173_02","Non-native",2,173,499692,3581806
"1641","173_03","Native",19,173,500750,3581780
"1642","173_03","Non-native",2,173,500750,3581780
"1643","173_03a","Native",10,173,499851,3581130
"1644","173_03a","Non-native",1,173,499851,3581130
"1645","173_04","Native",31,173,500163,3582864
"1646","173_04","Non-native",2,173,500163,3582864
"1647","173_05","Native",26,173,501597,3582621
"1648","173_05","Non-native",2,173,501597,3582621
"1649","173_06","Native",28,173,502200,3582666
"1650","173_06","Non-native",2,173,502200,3582666
"1651","173_07","Native",26,173,501246,3583284
"1652","173_07","Non-native",2,173,501246,3583284
"1653","173_08","Native",29,173,502358,3583918
"1654","173_08","Non-native",2,173,502358,3583918
"1655","173_09","Native",21,173,503136,3583154
"1656","173_09","Non-native",2,173,503136,3583154
"1657","173_10","Native",36,173,502598,3584219
"1658","173_10","Non-native",3,173,502598,3584219
"1659","173_11","Native",32,173,503054,3584697
"1660","173_11","Non-native",2,173,503054,3584697
"1661","174_01","Native",35,174,500604,3583229
"1662","174_01","Non-native",1,174,500604,3583229
"1663","174_02","Native",28,174,500561,3584699
"1664","174_02","Non-native",2,174,500561,3584699
"1665","174_03","Native",20,174,501740,3584708
"1666","174_03","Non-native",1,174,501740,3584708
"1667","174_04","Native",16,174,500461,3585811
"1668","174_04","Non-native",2,174,500461,3585811
"1669","174_05","Native",16,174,501618,3585445
"1670","174_05","Non-native",1,174,501618,3585445
"1671","174_05a","Native",11,174,501535,3585476
"1672","174_05a","Non-native",2,174,501535,3585476
"1673","174_06","Native",23,174,502234,3585857
"1674","174_06","Non-native",1,174,502234,3585857
"1675","174_07","Native",28,174,502810,3585087
"1676","174_07","Non-native",3,174,502810,3585087
"1677","174_08","Native",33,174,504039,3585244
"1678","174_08","Non-native",2,174,504039,3585244
"1679","174_09","Native",27,174,503343,3586372
"1680","174_09","Non-native",1,174,503343,3586372
"1681","174_10","Native",27,174,504659,3586244
"1682","174_10","Non-native",1,174,504659,3586244
"1683","174_11","Native",26,174,505283,3586722
"1684","174_11","Non-native",1,174,505283,3586722
"1685","174_11a","Native",9,174,505319,3586456
"1686","174_12","Native",25,174,504781,3587334
"1687","174_12","Non-native",1,174,504781,3587334
"1688","175_01","Native",33,175,491728,3578684
"1689","175_02","Native",22,175,492472,3578642
"1690","175_02","Non-native",4,175,492472,3578642
"1691","175_03","Native",21,175,493641,3578257
"1692","175_03","Non-native",3,175,493641,3578257
"1693","175_04","Native",15,175,494764,3578555
"1694","175_04","Non-native",3,175,494764,3578555
"1695","175_05","Native",14,175,495542,3578727
"1696","175_05","Non-native",3,175,495542,3578727
"1697","175_06","Native",14,175,496193,3578722
"1698","175_06","Non-native",2,175,496193,3578722
"1699","175_07","Native",17,175,496151,3579732
"1700","175_07","Non-native",3,175,496151,3579732
"1701","175_08","Native",19,175,497777,3579410
"1702","175_08","Non-native",2,175,497777,3579410
"1703","175_09","Native",21,175,497194,3580706
"1704","175_09","Non-native",2,175,497194,3580706
"1705","175_10","Native",27,175,498309,3580656
"1706","175_10","Non-native",2,175,498309,3580656
"1707","175_11","Native",25,175,497192,3581494
"1708","175_11","Non-native",3,175,497192,3581494
"1709","175_12","Native",18,175,497992,3582449
"1710","175_12","Non-native",2,175,497992,3582449
"1711","176_01","Native",22,176,487439,3578713
"1712","176_02","Native",19,176,488435,3578517
"1713","176_02","Non-native",1,176,488435,3578517
"1714","176_02a","Native",17,176,488660,3578438
"1715","176_03","Native",20,176,489529,3578156
"1716","176_03","Non-native",1,176,489529,3578156
"1717","176_04","Native",25,176,490129,3578173
"1718","176_04","Non-native",1,176,490129,3578173
"1719","176_05","Native",24,176,488391,3579266
"1720","176_05","Non-native",1,176,488391,3579266
"1721","176_06","Native",22,176,489229,3579416
"1722","176_06","Non-native",1,176,489229,3579416
"1723","176_07","Native",36,176,490455,3579683
"1724","176_07","Non-native",1,176,490455,3579683
"1725","176_08","Native",39,176,491484,3579305
"1726","176_09","Native",14,176,488233,3580533
"1727","176_09","Non-native",1,176,488233,3580533
"1728","176_10","Native",24,176,489349,3580135
"1729","176_10","Non-native",2,176,489349,3580135
"1730","176_11","Native",16,176,491623,3580450
"1731","176_11","Non-native",2,176,491623,3580450
"1732","176_12","Native",23,176,492139,3580703
"1733","176_12","Non-native",3,176,492139,3580703
"1734","177_01","Native",22,177,492748,3579429
"1735","177_01","Non-native",4,177,492748,3579429
"1736","177_02","Native",18,177,493296,3579777
"1737","177_02","Non-native",4,177,493296,3579777
"1738","177_03","Native",16,177,494782,3579730
"1739","177_03","Non-native",3,177,494782,3579730
"1740","177_04","Native",20,177,495443,3579170
"1741","177_04","Non-native",3,177,495443,3579170
"1742","177_05","Native",10,177,493257,3580250
"1743","177_05","Non-native",1,177,493257,3580250
"1744","177_05a","Native",23,177,493218,3580781
"1745","177_05a","Non-native",2,177,493218,3580781
"1746","177_06","Native",21,177,494603,3580431
"1747","177_06","Non-native",2,177,494603,3580431
"1748","177_07","Native",20,177,495682,3580748
"1749","177_07","Non-native",4,177,495682,3580748
"1750","177_08","Native",22,177,496431,3580641
"1751","177_08","Non-native",2,177,496431,3580641
"1752","177_08a","Native",16,177,496308,3580600
"1753","177_08a","Non-native",2,177,496308,3580600
"1754","177_09","Native",14,177,491304,3581197
"1755","177_09","Non-native",1,177,491304,3581197
"1756","177_09a","Native",20,177,491386,3581632
"1757","177_09a","Non-native",2,177,491386,3581632
"1758","177_10","Native",22,177,492598,3581865
"1759","177_10","Non-native",3,177,492598,3581865
"1760","177_11","Native",15,177,493625,3581616
"1761","177_11","Non-native",3,177,493625,3581616
"1762","177_12","Native",13,177,494106,3581127
"1763","177_12","Non-native",2,177,494106,3581127
"1764","177_12a","Native",17,177,494363,3581045
"1765","177_12a","Non-native",2,177,494363,3581045
"1766","178_01","Native",14,178,490805,3580650
"1767","178_01","Non-native",2,178,490805,3580650
"1768","178_02","Native",28,178,489356,3581322
"1769","178_02","Non-native",2,178,489356,3581322
"1770","178_03","Native",17,178,490397,3581589
"1771","178_03","Non-native",2,178,490397,3581589
"1772","178_04","Native",19,178,495241,3581488
"1773","178_04","Non-native",2,178,495241,3581488
"1774","178_05","Native",15,178,496177,3581441
"1775","178_05","Non-native",2,178,496177,3581441
"1776","178_06","Native",17,178,490725,3582839
"1777","178_06","Non-native",1,178,490725,3582839
"1778","178_07","Native",18,178,491508,3582438
"1779","178_07","Non-native",2,178,491508,3582438
"1780","178_08","Native",21,178,492533,3582363
"1781","178_08","Non-native",3,178,492533,3582363
"1782","178_09","Native",16,178,493854,3582353
"1783","178_09","Non-native",2,178,493854,3582353
"1784","178_10","Native",20,178,494080,3582621
"1785","178_10","Non-native",2,178,494080,3582621
"1786","178_11","Native",26,178,495038,3581971
"1787","178_11","Non-native",2,178,495038,3581971
"1788","178_12","Native",13,178,496236,3582445
"1789","178_12","Non-native",2,178,496236,3582445
"1790","179_01","Native",26,179,486361,3578171
"1791","179_01","Non-native",1,179,486361,3578171
"1792","179_02","Native",22,179,486493,3579770
"1793","179_03","Native",16,179,487383,3579433
"1794","179_03","Non-native",1,179,487383,3579433
"1795","179_04","Native",19,179,486309,3580403
"1796","179_04","Non-native",3,179,486309,3580403
"1797","179_05","Native",22,179,487563,3580450
"1798","179_05","Non-native",1,179,487563,3580450
"1799","179_06","Native",21,179,486798,3581494
"1800","179_06","Non-native",1,179,486798,3581494
"1801","179_07","Native",17,179,487095,3581487
"1802","179_07a","Native",16,179,487129,3581516
"1803","179_07a","Non-native",1,179,487129,3581516
"1804","179_08","Native",19,179,488862,3581535
"1805","179_08","Non-native",1,179,488862,3581535
"1806","179_09","Native",18,179,486587,3582207
"1807","179_09","Non-native",1,179,486587,3582207
"1808","179_10","Native",19,179,487552,3582300
"1809","179_10","Non-native",2,179,487552,3582300
"1810","179_11","Native",12,179,488361,3582429
"1811","179_11","Non-native",1,179,488361,3582429
"1812","179_12","Native",28,179,489232,3582088
"1813","179_12","Non-native",1,179,489232,3582088
"1814","180_01","Native",22,180,498606,3582957
"1815","180_01","Non-native",3,180,498606,3582957
"1816","180_01a","Native",18,180,498477,3582834
"1817","180_02","Native",31,180,499854,3581918
"1818","180_02","Non-native",2,180,499854,3581918
"1819","180_03","Native",25,180,493257,3582939
"1820","180_03","Non-native",4,180,493257,3582939
"1821","180_04","Native",23,180,494896,3583789
"1822","180_04","Non-native",3,180,494896,3583789
"1823","180_05","Native",28,180,495831,3583116
"1824","180_05","Non-native",3,180,495831,3583116
"1825","180_06","Native",26,180,496911,3583746
"1826","180_06","Non-native",1,180,496911,3583746
"1827","180_07","Native",27,180,497591,3583591
"1828","180_07","Non-native",2,180,497591,3583591
"1829","180_08","Native",18,180,498665,3583396
"1830","180_08a","Native",26,180,498461,3583450
"1831","180_08a","Non-native",1,180,498461,3583450
"1832","180_09","Native",28,180,499329,3583176
"1833","180_09","Non-native",2,180,499329,3583176
"1834","180_10","Native",30,180,497513,3584753
"1835","180_10","Non-native",2,180,497513,3584753
"1836","180_11","Native",28,180,498498,3584039
"1837","180_12","Native",35,180,499657,3584373
"1838","180_12","Non-native",2,180,499657,3584373
"1839","181_01","Native",18,181,502346,3586794
"1840","181_01","Non-native",1,181,502346,3586794
"1841","181_01a","Native",23,181,502544,3586772
"1842","181_01a","Non-native",1,181,502544,3586772
"1843","181_02","Native",20,181,501681,3587344
"1844","181_02","Non-native",1,181,501681,3587344
"1845","181_02a","Native",21,181,501584,3587504
"1846","181_02a","Non-native",1,181,501584,3587504
"1847","181_03","Native",31,181,502221,3587860
"1848","181_03","Non-native",1,181,502221,3587860
"1849","181_04","Native",28,181,503791,3587423
"1850","181_04","Non-native",1,181,503791,3587423
"1851","181_05","Native",28,181,501552,3588206
"1852","181_05","Non-native",1,181,501552,3588206
"1853","181_06","Native",30,181,502498,3588215
"1854","181_06","Non-native",1,181,502498,3588215
"1855","181_07","Native",22,181,501576,3589312
"1856","181_07","Non-native",1,181,501576,3589312
"1857","181_08","Native",25,181,502275,3589489
"1858","181_08","Non-native",1,181,502275,3589489
"1859","181_09","Native",31,181,501794,3590577
"1860","181_09","Non-native",2,181,501794,3590577
"1861","181_10","Native",38,181,502189,3590837
"1862","181_10","Non-native",2,181,502189,3590837
"1863","181_11","Native",30,181,501207,3591096
