"","siteID","diet","n","routeID","easting","northing"
"1","101_01","Aerial arthropods",3,101,507455,3562118
"2","101_01","Ground arthropods",7,101,507455,3562118
"3","101_01","Nectar",1,101,507455,3562118
"4","101_01","Omnivorous",2,101,507455,3562118
"5","101_01","Foliage arthropods",1,101,507455,3562118
"6","101_01","Trunk arthropods",1,101,507455,3562118
"7","101_01","Vertebrates",2,101,507455,3562118
"8","101_01","Seeds",9,101,507455,3562118
"9","101_02","Foliage arthropods",2,101,507765,3563197
"10","101_02","Nectar",2,101,507765,3563197
"11","101_02","Omnivorous",2,101,507765,3563197
"12","101_02","Seeds",6,101,507765,3563197
"13","101_02","Trunk arthropods",1,101,507765,3563197
"14","101_02","Vertebrates",1,101,507765,3563197
"15","101_02","Ground arthropods",3,101,507765,3563197
"16","101_03","Aerial arthropods",5,101,508686,3563197
"17","101_03","Foliage arthropods",3,101,508686,3563197
"18","101_03","Ground arthropods",4,101,508686,3563197
"19","101_03","Omnivorous",2,101,508686,3563197
"20","101_03","Seeds",6,101,508686,3563197
"21","101_03","Trunk arthropods",1,101,508686,3563197
"22","101_03","Nectar",2,101,508686,3563197
"23","101_03","Vertebrates",2,101,508686,3563197
"24","101_04","Foliage arthropods",5,101,508465,3564469
"25","101_04","Fruits",1,101,508465,3564469
"26","101_04","Ground arthropods",3,101,508465,3564469
"27","101_04","Nectar",2,101,508465,3564469
"28","101_04","Omnivorous",2,101,508465,3564469
"29","101_04","Seeds",6,101,508465,3564469
"30","101_04","Trunk arthropods",1,101,508465,3564469
"31","101_04","Vertebrates",2,101,508465,3564469
"32","101_04","Aerial arthropods",4,101,508465,3564469
"33","101_05","Foliage arthropods",4,101,509149,3564153
"34","101_05","Fruits",1,101,509149,3564153
"35","101_05","Ground arthropods",4,101,509149,3564153
"36","101_05","Aerial arthropods",3,101,509149,3564153
"37","101_05","Omnivorous",2,101,509149,3564153
"38","101_05","Seeds",6,101,509149,3564153
"39","101_05","Trunk arthropods",1,101,509149,3564153
"40","101_05","Nectar",1,101,509149,3564153
"41","101_06","Foliage arthropods",2,101,509733,3565237
"42","101_06","Nectar",1,101,509733,3565237
"43","101_06","Omnivorous",2,101,509733,3565237
"44","101_06","Seeds",8,101,509733,3565237
"45","101_06","Ground arthropods",3,101,509733,3565237
"46","101_06","Trunk arthropods",1,101,509733,3565237
"47","101_07","Foliage arthropods",1,101,509102,3566562
"48","101_07","Ground arthropods",3,101,509102,3566562
"49","101_07","Nectar",1,101,509102,3566562
"50","101_07","Seeds",7,101,509102,3566562
"51","101_07","Trunk arthropods",1,101,509102,3566562
"52","101_07","Omnivorous",2,101,509102,3566562
"53","101_08","Aerial arthropods",2,101,510744,3566147
"54","101_08","Foliage arthropods",1,101,510744,3566147
"55","101_08","Nectar",1,101,510744,3566147
"56","101_08","Omnivorous",3,101,510744,3566147
"57","101_08","Seeds",8,101,510744,3566147
"58","101_08","Ground arthropods",4,101,510744,3566147
"59","101_08","Vertebrates",1,101,510744,3566147
"60","101_08","Trunk arthropods",1,101,510744,3566147
"61","101_09","Foliage arthropods",1,101,510123,3567779
"62","101_09","Ground arthropods",2,101,510123,3567779
"63","101_09","Omnivorous",2,101,510123,3567779
"64","101_09","Seeds",7,101,510123,3567779
"65","101_09","Trunk arthropods",1,101,510123,3567779
"66","101_09","Vertebrates",2,101,510123,3567779
"67","101_09","Nectar",1,101,510123,3567779
"68","101_10","Aerial arthropods",2,101,511119,3567754
"69","101_10","Foliage arthropods",3,101,511119,3567754
"70","101_10","Ground arthropods",3,101,511119,3567754
"71","101_10","Nectar",1,101,511119,3567754
"72","101_10","Omnivorous",2,101,511119,3567754
"73","101_10","Fruits",1,101,511119,3567754
"74","101_10","Trunk arthropods",1,101,511119,3567754
"75","101_10","Vertebrates",1,101,511119,3567754
"76","101_10","Seeds",8,101,511119,3567754
"77","101_11","Foliage arthropods",2,101,511325,3568072
"78","101_11","Nectar",1,101,511325,3568072
"79","101_11","Omnivorous",1,101,511325,3568072
"80","101_11","Seeds",6,101,511325,3568072
"81","101_11","Trunk arthropods",1,101,511325,3568072
"82","101_11","Vertebrates",1,101,511325,3568072
"83","101_11","Ground arthropods",3,101,511325,3568072
"84","101_12","Aerial arthropods",1,101,511686,3569191
"85","101_12","Foliage arthropods",1,101,511686,3569191
"86","101_12","Ground arthropods",3,101,511686,3569191
"87","101_12","Omnivorous",3,101,511686,3569191
"88","101_12","Seeds",9,101,511686,3569191
"89","101_12","Trunk arthropods",1,101,511686,3569191
"90","101_12","Nectar",2,101,511686,3569191
"91","102_01","Foliage arthropods",5,102,508468,3566481
"92","102_01","Ground arthropods",3,102,508468,3566481
"93","102_01","Nectar",1,102,508468,3566481
"94","102_01","Omnivorous",3,102,508468,3566481
"95","102_01","Seeds",8,102,508468,3566481
"96","102_01","Trunk arthropods",1,102,508468,3566481
"97","102_01","Aerial arthropods",3,102,508468,3566481
"98","102_02","Foliage arthropods",2,102,508204,3567234
"99","102_02","Ground arthropods",4,102,508204,3567234
"100","102_02","Omnivorous",2,102,508204,3567234
"101","102_02","Seeds",9,102,508204,3567234
"102","102_02","Trunk arthropods",2,102,508204,3567234
"103","102_02","Nectar",1,102,508204,3567234
"104","102_02","Vertebrates",1,102,508204,3567234
"105","102_03","Foliage arthropods",2,102,509715,3567276
"106","102_03","Fruits",1,102,509715,3567276
"107","102_03","Ground arthropods",3,102,509715,3567276
"108","102_03","Nectar",1,102,509715,3567276
"109","102_03","Omnivorous",2,102,509715,3567276
"110","102_03","Seeds",9,102,509715,3567276
"111","102_03","Trunk arthropods",1,102,509715,3567276
"112","102_03","Vertebrates",2,102,509715,3567276
"113","102_03","Aerial arthropods",1,102,509715,3567276
"114","102_04","Foliage arthropods",3,102,509505,3568568
"115","102_04","Fruits",1,102,509505,3568568
"116","102_04","Ground arthropods",3,102,509505,3568568
"117","102_04","Aerial arthropods",2,102,509505,3568568
"118","102_04","Omnivorous",3,102,509505,3568568
"119","102_04","Seeds",9,102,509505,3568568
"120","102_04","Trunk arthropods",1,102,509505,3568568
"121","102_04","Vertebrates",1,102,509505,3568568
"122","102_04","Nectar",2,102,509505,3568568
"123","102_05","Foliage arthropods",6,102,511065,3568389
"124","102_05","Fruits",1,102,511065,3568389
"125","102_05","Ground arthropods",3,102,511065,3568389
"126","102_05","Aerial arthropods",2,102,511065,3568389
"127","102_05","Omnivorous",3,102,511065,3568389
"128","102_05","Seeds",8,102,511065,3568389
"129","102_05","Trunk arthropods",2,102,511065,3568389
"130","102_05","Nectar",1,102,511065,3568389
"131","102_05","Vertebrates",1,102,511065,3568389
"132","102_06","Foliage arthropods",7,102,510663,3569700
"133","102_06","Fruits",1,102,510663,3569700
"134","102_06","Ground arthropods",6,102,510663,3569700
"135","102_06","Aerial arthropods",3,102,510663,3569700
"136","102_06","Omnivorous",3,102,510663,3569700
"137","102_06","Seeds",7,102,510663,3569700
"138","102_06","Trunk arthropods",1,102,510663,3569700
"139","102_06","Nectar",4,102,510663,3569700
"140","102_06","Vertebrates",2,102,510663,3569700
"141","102_07","Aerial arthropods",4,102,510288,3569872
"142","102_07","Foliage arthropods",3,102,510288,3569872
"143","102_07","Fruits",1,102,510288,3569872
"144","102_07","Nectar",1,102,510288,3569872
"145","102_07","Omnivorous",2,102,510288,3569872
"146","102_07","Seeds",7,102,510288,3569872
"147","102_07","Trunk arthropods",1,102,510288,3569872
"148","102_07","Vertebrates",2,102,510288,3569872
"149","102_07","Ground arthropods",4,102,510288,3569872
"150","102_08","Foliage arthropods",4,102,510511,3571188
"151","102_08","Fruits",1,102,510511,3571188
"152","102_08","Ground arthropods",3,102,510511,3571188
"153","102_08","Aerial arthropods",1,102,510511,3571188
"154","102_08","Omnivorous",2,102,510511,3571188
"155","102_08","Seeds",7,102,510511,3571188
"156","102_08","Trunk arthropods",1,102,510511,3571188
"157","102_08","Nectar",1,102,510511,3571188
"158","102_08","Vertebrates",1,102,510511,3571188
"159","102_09","Foliage arthropods",3,102,510705,3572574
"160","102_09","Fruits",1,102,510705,3572574
"161","102_09","Ground arthropods",6,102,510705,3572574
"162","102_09","Aerial arthropods",1,102,510705,3572574
"163","102_09","Omnivorous",2,102,510705,3572574
"164","102_09","Seeds",8,102,510705,3572574
"165","102_09","Trunk arthropods",2,102,510705,3572574
"166","102_09","Nectar",1,102,510705,3572574
"167","102_09","Vertebrates",1,102,510705,3572574
"168","102_10","Foliage arthropods",5,102,511557,3572802
"169","102_10","Fruits",1,102,511557,3572802
"170","102_10","Ground arthropods",3,102,511557,3572802
"171","102_10","Omnivorous",3,102,511557,3572802
"172","102_10","Seeds",8,102,511557,3572802
"173","102_10","Trunk arthropods",1,102,511557,3572802
"174","102_10","Vertebrates",1,102,511557,3572802
"175","102_10","Nectar",1,102,511557,3572802
"176","102_11","Fruits",1,102,512084,3572892
"177","102_11","Ground arthropods",4,102,512084,3572892
"178","102_11","Omnivorous",3,102,512084,3572892
"179","102_11","Foliage arthropods",4,102,512084,3572892
"180","102_11","Trunk arthropods",1,102,512084,3572892
"181","102_11","Vertebrates",2,102,512084,3572892
"182","102_11","Seeds",7,102,512084,3572892
"183","103_01","Foliage arthropods",4,103,512199,3570673
"184","103_01","Ground arthropods",5,103,512199,3570673
"185","103_01","Nectar",2,103,512199,3570673
"186","103_01","Omnivorous",4,103,512199,3570673
"187","103_01","Seeds",6,103,512199,3570673
"188","103_01","Trunk arthropods",2,103,512199,3570673
"189","103_01","Vertebrates",2,103,512199,3570673
"190","103_01","Fruits",1,103,512199,3570673
"191","103_02","Fruits",1,103,512734,3570779
"192","103_02","Ground arthropods",4,103,512734,3570779
"193","103_02","Nectar",2,103,512734,3570779
"194","103_02","Foliage arthropods",3,103,512734,3570779
"195","103_02","Seeds",7,103,512734,3570779
"196","103_02","Trunk arthropods",2,103,512734,3570779
"197","103_02","Vertebrates",1,103,512734,3570779
"198","103_02","Omnivorous",3,103,512734,3570779
"199","103_03","Foliage arthropods",5,103,513809,3570239
"200","103_03","Fruits",1,103,513809,3570239
"201","103_03","Ground arthropods",4,103,513809,3570239
"202","103_03","Nectar",2,103,513809,3570239
"203","103_03","Omnivorous",1,103,513809,3570239
"204","103_03","Seeds",7,103,513809,3570239
"205","103_03","Trunk arthropods",2,103,513809,3570239
"206","103_03","Aerial arthropods",1,103,513809,3570239
"207","103_04","Aerial arthropods",1,103,514608,3570262
"208","103_04","Fruits",1,103,514608,3570262
"209","103_04","Ground arthropods",6,103,514608,3570262
"210","103_04","Nectar",2,103,514608,3570262
"211","103_04","Foliage arthropods",5,103,514608,3570262
"212","103_04","Seeds",6,103,514608,3570262
"213","103_04","Trunk arthropods",1,103,514608,3570262
"214","103_04","Vertebrates",1,103,514608,3570262
"215","103_04","Omnivorous",3,103,514608,3570262
"216","103_05","Foliage arthropods",3,103,515989,3570276
"217","103_05","Ground arthropods",3,103,515989,3570276
"218","103_05","Nectar",1,103,515989,3570276
"219","103_05","Omnivorous",3,103,515989,3570276
"220","103_05","Fruits",1,103,515989,3570276
"221","103_05","Trunk arthropods",1,103,515989,3570276
"222","103_05","Vertebrates",1,103,515989,3570276
"223","103_05","Seeds",7,103,515989,3570276
"224","103_06","Foliage arthropods",4,103,516611,3570213
"225","103_06","Ground arthropods",5,103,516611,3570213
"226","103_06","Nectar",2,103,516611,3570213
"227","103_06","Omnivorous",3,103,516611,3570213
"228","103_06","Seeds",6,103,516611,3570213
"229","103_06","Trunk arthropods",1,103,516611,3570213
"230","103_06","Vertebrates",2,103,516611,3570213
"231","103_06","Fruits",1,103,516611,3570213
"232","103_07","Foliage arthropods",5,103,511226,3571291
"233","103_07","Fruits",1,103,511226,3571291
"234","103_07","Ground arthropods",4,103,511226,3571291
"235","103_07","Omnivorous",3,103,511226,3571291
"236","103_07","Seeds",6,103,511226,3571291
"237","103_07","Trunk arthropods",1,103,511226,3571291
"238","103_07","Nectar",2,103,511226,3571291
"239","103_07","Vertebrates",2,103,511226,3571291
"240","103_08","Foliage arthropods",4,103,517366,3572924
"241","103_08","Fruits",1,103,517366,3572924
"242","103_08","Ground arthropods",4,103,517366,3572924
"243","103_08","Aerial arthropods",2,103,517366,3572924
"244","103_08","Omnivorous",3,103,517366,3572924
"245","103_08","Seeds",7,103,517366,3572924
"246","103_08","Trunk arthropods",1,103,517366,3572924
"247","103_08","Nectar",3,103,517366,3572924
"248","103_08","Vertebrates",1,103,517366,3572924
"249","103_09","Aerial arthropods",1,103,516553,3572993
"250","103_09","Foliage arthropods",4,103,516553,3572993
"251","103_09","Fruits",1,103,516553,3572993
"252","103_09","Omnivorous",1,103,516553,3572993
"253","103_09","Seeds",6,103,516553,3572993
"254","103_09","Trunk arthropods",1,103,516553,3572993
"255","103_09","Ground arthropods",5,103,516553,3572993
"256","103_10","Aerial arthropods",1,103,516963,3573260
"257","103_10","Fruits",1,103,516963,3573260
"258","103_10","Ground arthropods",4,103,516963,3573260
"259","103_10","Nectar",2,103,516963,3573260
"260","103_10","Foliage arthropods",4,103,516963,3573260
"261","103_10","Seeds",7,103,516963,3573260
"262","103_10","Trunk arthropods",1,103,516963,3573260
"263","103_10","Vertebrates",1,103,516963,3573260
"264","103_10","Omnivorous",3,103,516963,3573260
"265","103_11","Fruits",1,103,516850,3574119
"266","103_11","Ground arthropods",5,103,516850,3574119
"267","103_11","Nectar",2,103,516850,3574119
"268","103_11","Omnivorous",3,103,516850,3574119
"269","103_11","Seeds",6,103,516850,3574119
"270","103_11","Trunk arthropods",1,103,516850,3574119
"271","103_11","Vertebrates",1,103,516850,3574119
"272","103_11","Foliage arthropods",4,103,516850,3574119
"273","103_12","Aerial arthropods",1,103,516329,3575610
"274","103_12","Foliage arthropods",8,103,516329,3575610
"275","103_12","Ground arthropods",6,103,516329,3575610
"276","103_12","Nectar",3,103,516329,3575610
"277","103_12","Omnivorous",3,103,516329,3575610
"278","103_12","Fruits",1,103,516329,3575610
"279","103_12","Trunk arthropods",1,103,516329,3575610
"280","103_12","Vertebrates",2,103,516329,3575610
"281","103_12","Seeds",7,103,516329,3575610
"282","104_01","Aerial arthropods",2,104,507650,3563241
"283","104_01","Foliage arthropods",1,104,507650,3563241
"284","104_01","Nectar",1,104,507650,3563241
"285","104_01","Omnivorous",3,104,507650,3563241
"286","104_01","Seeds",6,104,507650,3563241
"287","104_01","Ground arthropods",3,104,507650,3563241
"288","104_01","Vertebrates",1,104,507650,3563241
"289","104_01","Trunk arthropods",1,104,507650,3563241
"290","104_02","Aerial arthropods",1,104,507727,3564495
"291","104_02","Foliage arthropods",3,104,507727,3564495
"292","104_02","Nectar",1,104,507727,3564495
"293","104_02","Omnivorous",3,104,507727,3564495
"294","104_02","Seeds",7,104,507727,3564495
"295","104_02","Trunk arthropods",1,104,507727,3564495
"296","104_02","Ground arthropods",3,104,507727,3564495
"297","104_03","Ground arthropods",3,104,507381,3565621
"298","104_03","Nectar",1,104,507381,3565621
"299","104_03","Omnivorous",3,104,507381,3565621
"300","104_03","Foliage arthropods",4,104,507381,3565621
"301","104_03","Trunk arthropods",1,104,507381,3565621
"302","104_03","Vertebrates",1,104,507381,3565621
"303","104_03","Seeds",8,104,507381,3565621
"304","104_04","Foliage arthropods",1,104,507967,3565803
"305","104_04","Omnivorous",2,104,507967,3565803
"306","104_04","Seeds",8,104,507967,3565803
"307","104_04","Trunk arthropods",1,104,507967,3565803
"308","104_04","Ground arthropods",2,104,507967,3565803
"309","104_05","Ground arthropods",3,104,507094,3566833
"310","104_05","Omnivorous",3,104,507094,3566833
"311","104_05","Seeds",9,104,507094,3566833
"312","104_05","Aerial arthropods",1,104,507094,3566833
"313","104_05","Trunk arthropods",1,104,507094,3566833
"314","104_06","Foliage arthropods",2,104,507327,3567382
"315","104_06","Fruits",1,104,507327,3567382
"316","104_06","Ground arthropods",3,104,507327,3567382
"317","104_06","Seeds",7,104,507327,3567382
"318","104_06","Trunk arthropods",1,104,507327,3567382
"319","104_06","Vertebrates",1,104,507327,3567382
"320","104_06","Omnivorous",2,104,507327,3567382
"321","104_07","Ground arthropods",3,104,507082,3568105
"322","104_07","Nectar",1,104,507082,3568105
"323","104_07","Omnivorous",2,104,507082,3568105
"324","104_07","Seeds",7,104,507082,3568105
"325","104_07","Trunk arthropods",1,104,507082,3568105
"326","104_07","Vertebrates",2,104,507082,3568105
"327","104_07","Foliage arthropods",1,104,507082,3568105
"328","104_08","Aerial arthropods",2,104,508648,3568445
"329","104_08","Foliage arthropods",1,104,508648,3568445
"330","104_08","Nectar",1,104,508648,3568445
"331","104_08","Omnivorous",2,104,508648,3568445
"332","104_08","Seeds",6,104,508648,3568445
"333","104_08","Ground arthropods",3,104,508648,3568445
"334","104_08","Trunk arthropods",1,104,508648,3568445
"335","104_09","Ground arthropods",3,104,508209,3569807
"336","104_09","Omnivorous",2,104,508209,3569807
"337","104_09","Seeds",6,104,508209,3569807
"338","104_09","Foliage arthropods",2,104,508209,3569807
"339","104_09","Trunk arthropods",1,104,508209,3569807
"340","104_10","Aerial arthropods",1,104,509244,3570810
"341","104_10","Foliage arthropods",6,104,509244,3570810
"342","104_10","Fruits",1,104,509244,3570810
"343","104_10","Nectar",1,104,509244,3570810
"344","104_10","Omnivorous",2,104,509244,3570810
"345","104_10","Seeds",8,104,509244,3570810
"346","104_10","Ground arthropods",5,104,509244,3570810
"347","104_10","Vertebrates",1,104,509244,3570810
"348","104_10","Trunk arthropods",1,104,509244,3570810
"349","104_11","Fruits",1,104,509885,3570432
"350","104_11","Ground arthropods",6,104,509885,3570432
"351","104_11","Nectar",1,104,509885,3570432
"352","104_11","Foliage arthropods",3,104,509885,3570432
"353","104_11","Seeds",8,104,509885,3570432
"354","104_11","Trunk arthropods",1,104,509885,3570432
"355","104_11","Omnivorous",2,104,509885,3570432
"356","105_01","Aerial arthropods",2,105,506601,3564099
"357","105_01","Fruits",1,105,506601,3564099
"358","105_01","Ground arthropods",5,105,506601,3564099
"359","105_01","Omnivorous",3,105,506601,3564099
"360","105_01","Foliage arthropods",4,105,506601,3564099
"361","105_01","Trunk arthropods",2,105,506601,3564099
"362","105_01","Vertebrates",3,105,506601,3564099
"363","105_01","Seeds",9,105,506601,3564099
"364","105_02","Foliage arthropods",1,105,506628,3565812
"365","105_02","Fruits",1,105,506628,3565812
"366","105_02","Omnivorous",2,105,506628,3565812
"367","105_02","Seeds",8,105,506628,3565812
"368","105_02","Trunk arthropods",2,105,506628,3565812
"369","105_02","Ground arthropods",3,105,506628,3565812
"370","105_02","Vertebrates",2,105,506628,3565812
"371","105_03","Aerial arthropods",2,105,506111,3566305
"372","105_03","Ground arthropods",3,105,506111,3566305
"373","105_03","Nectar",1,105,506111,3566305
"374","105_03","Seeds",8,105,506111,3566305
"375","105_03","Trunk arthropods",1,105,506111,3566305
"376","105_03","Vertebrates",1,105,506111,3566305
"377","105_03","Omnivorous",2,105,506111,3566305
"378","105_04","Aerial arthropods",1,105,506007,3567292
"379","105_04","Nectar",1,105,506007,3567292
"380","105_04","Omnivorous",2,105,506007,3567292
"381","105_04","Seeds",9,105,506007,3567292
"382","105_04","Ground arthropods",3,105,506007,3567292
"383","105_04","Vertebrates",1,105,506007,3567292
"384","105_04","Trunk arthropods",1,105,506007,3567292
"385","105_05","Foliage arthropods",1,105,506176,3568962
"386","105_05","Ground arthropods",3,105,506176,3568962
"387","105_05","Seeds",6,105,506176,3568962
"388","105_05","Trunk arthropods",1,105,506176,3568962
"389","105_05","Omnivorous",2,105,506176,3568962
"390","105_06","Foliage arthropods",2,105,506343,3569895
"391","105_06","Ground arthropods",3,105,506343,3569895
"392","105_06","Nectar",2,105,506343,3569895
"393","105_06","Seeds",7,105,506343,3569895
"394","105_06","Trunk arthropods",1,105,506343,3569895
"395","105_06","Omnivorous",3,105,506343,3569895
"396","105_07","Foliage arthropods",1,105,507851,3569441
"397","105_07","Ground arthropods",4,105,507851,3569441
"398","105_07","Omnivorous",3,105,507851,3569441
"399","105_07","Seeds",8,105,507851,3569441
"400","105_07","Fruits",1,105,507851,3569441
"401","105_07","Vertebrates",2,105,507851,3569441
"402","105_07","Trunk arthropods",1,105,507851,3569441
"403","105_08","Aerial arthropods",1,105,507833,3570092
"404","105_08","Foliage arthropods",1,105,507833,3570092
"405","105_08","Fruits",1,105,507833,3570092
"406","105_08","Nectar",1,105,507833,3570092
"407","105_08","Omnivorous",2,105,507833,3570092
"408","105_08","Seeds",9,105,507833,3570092
"409","105_08","Ground arthropods",2,105,507833,3570092
"410","105_08","Trunk arthropods",1,105,507833,3570092
"411","105_09","Aerial arthropods",1,105,508463,3569969
"412","105_09","Foliage arthropods",1,105,508463,3569969
"413","105_09","Fruits",1,105,508463,3569969
"414","105_09","Nectar",2,105,508463,3569969
"415","105_09","Omnivorous",2,105,508463,3569969
"416","105_09","Seeds",9,105,508463,3569969
"417","105_09","Trunk arthropods",1,105,508463,3569969
"418","105_09","Vertebrates",1,105,508463,3569969
"419","105_09","Ground arthropods",3,105,508463,3569969
"420","105_10","Aerial arthropods",1,105,509207,3571877
"421","105_10","Foliage arthropods",4,105,509207,3571877
"422","105_10","Fruits",1,105,509207,3571877
"423","105_10","Omnivorous",3,105,509207,3571877
"424","105_10","Seeds",6,105,509207,3571877
"425","105_10","Trunk arthropods",1,105,509207,3571877
"426","105_10","Ground arthropods",5,105,509207,3571877
"427","105_10","Vertebrates",2,105,509207,3571877
"428","105_11","Fruits",1,105,509430,3571323
"429","105_11","Ground arthropods",9,105,509430,3571323
"430","105_11","Nectar",2,105,509430,3571323
"431","105_11","Omnivorous",3,105,509430,3571323
"432","105_11","Seeds",8,105,509430,3571323
"433","105_11","Trunk arthropods",1,105,509430,3571323
"434","105_11","Foliage arthropods",4,105,509430,3571323
"435","105_12","Foliage arthropods",1,105,509853,3572595
"436","105_12","Ground arthropods",3,105,509853,3572595
"437","105_12","Nectar",1,105,509853,3572595
"438","105_12","Trunk arthropods",1,105,509853,3572595
"439","105_12","Vertebrates",1,105,509853,3572595
"440","105_12","Seeds",6,105,509853,3572595
"441","105_13","Aerial arthropods",1,105,509912,3573294
"442","105_13","Ground arthropods",4,105,509912,3573294
"443","105_13","Nectar",1,105,509912,3573294
"444","105_13","Omnivorous",2,105,509912,3573294
"445","105_13","Seeds",7,105,509912,3573294
"446","105_13","Trunk arthropods",1,105,509912,3573294
"447","105_13","Foliage arthropods",3,105,509912,3573294
"448","106_01","Aerial arthropods",1,106,506704,3562633
"449","106_01","Foliage arthropods",2,106,506704,3562633
"450","106_01","Ground arthropods",2,106,506704,3562633
"451","106_01","Seeds",8,106,506704,3562633
"452","106_01","Trunk arthropods",1,106,506704,3562633
"453","106_01","Omnivorous",2,106,506704,3562633
"454","106_02","Aerial arthropods",3,106,505772,3563189
"455","106_02","Ground arthropods",1,106,505772,3563189
"456","106_02","Nectar",1,106,505772,3563189
"457","106_02","Omnivorous",3,106,505772,3563189
"458","106_02","Seeds",7,106,505772,3563189
"459","106_02","Trunk arthropods",1,106,505772,3563189
"460","106_02","Vertebrates",1,106,505772,3563189
"461","106_02","Foliage arthropods",4,106,505772,3563189
"462","106_03","Aerial arthropods",1,106,506321,3563574
"463","106_03","Foliage arthropods",4,106,506321,3563574
"464","106_03","Nectar",1,106,506321,3563574
"465","106_03","Omnivorous",2,106,506321,3563574
"466","106_03","Seeds",9,106,506321,3563574
"467","106_03","Ground arthropods",2,106,506321,3563574
"468","106_03","Vertebrates",2,106,506321,3563574
"469","106_03","Trunk arthropods",1,106,506321,3563574
"470","106_04","Foliage arthropods",6,106,505164,3564705
"471","106_04","Fruits",1,106,505164,3564705
"472","106_04","Ground arthropods",3,106,505164,3564705
"473","106_04","Aerial arthropods",4,106,505164,3564705
"474","106_04","Omnivorous",2,106,505164,3564705
"475","106_04","Seeds",8,106,505164,3564705
"476","106_04","Trunk arthropods",1,106,505164,3564705
"477","106_04","Nectar",1,106,505164,3564705
"478","106_04","Vertebrates",1,106,505164,3564705
"479","106_05","Aerial arthropods",2,106,505841,3565613
"480","106_05","Foliage arthropods",5,106,505841,3565613
"481","106_05","Fruits",1,106,505841,3565613
"482","106_05","Omnivorous",2,106,505841,3565613
"483","106_05","Seeds",8,106,505841,3565613
"484","106_05","Trunk arthropods",1,106,505841,3565613
"485","106_05","Ground arthropods",5,106,505841,3565613
"486","106_06","Aerial arthropods",5,106,505972,3566295
"487","106_06","Ground arthropods",4,106,505972,3566295
"488","106_06","Nectar",2,106,505972,3566295
"489","106_06","Omnivorous",3,106,505972,3566295
"490","106_06","Foliage arthropods",4,106,505972,3566295
"491","106_06","Trunk arthropods",1,106,505972,3566295
"492","106_06","Vertebrates",1,106,505972,3566295
"493","106_06","Seeds",8,106,505972,3566295
"494","106_07","Aerial arthropods",1,106,505692,3567176
"495","106_07","Ground arthropods",5,106,505692,3567176
"496","106_07","Nectar",2,106,505692,3567176
"497","106_07","Omnivorous",4,106,505692,3567176
"498","106_07","Seeds",7,106,505692,3567176
"499","106_07","Trunk arthropods",2,106,505692,3567176
"500","106_07","Vertebrates",1,106,505692,3567176
"501","106_07","Foliage arthropods",3,106,505692,3567176
"502","106_08","Aerial arthropods",1,106,505955,3568060
"503","106_08","Foliage arthropods",4,106,505955,3568060
"504","106_08","Nectar",1,106,505955,3568060
"505","106_08","Omnivorous",3,106,505955,3568060
"506","106_08","Seeds",8,106,505955,3568060
"507","106_08","Ground arthropods",3,106,505955,3568060
"508","106_08","Vertebrates",2,106,505955,3568060
"509","106_08","Trunk arthropods",1,106,505955,3568060
"510","106_09","Ground arthropods",4,106,505306,3569493
"511","106_09","Nectar",1,106,505306,3569493
"512","106_09","Omnivorous",2,106,505306,3569493
"513","106_09","Foliage arthropods",3,106,505306,3569493
"514","106_09","Trunk arthropods",1,106,505306,3569493
"515","106_09","Vertebrates",2,106,505306,3569493
"516","106_09","Seeds",7,106,505306,3569493
"517","106_10","Aerial arthropods",1,106,505607,3570413
"518","106_10","Fruits",1,106,505607,3570413
"519","106_10","Ground arthropods",4,106,505607,3570413
"520","106_10","Nectar",2,106,505607,3570413
"521","106_10","Foliage arthropods",4,106,505607,3570413
"522","106_10","Seeds",8,106,505607,3570413
"523","106_10","Trunk arthropods",1,106,505607,3570413
"524","106_10","Vertebrates",1,106,505607,3570413
"525","106_10","Omnivorous",2,106,505607,3570413
"526","106_11","Aerial arthropods",1,106,506202,3570703
"527","106_11","Ground arthropods",3,106,506202,3570703
"528","106_11","Nectar",1,106,506202,3570703
"529","106_11","Omnivorous",2,106,506202,3570703
"530","106_11","Foliage arthropods",1,106,506202,3570703
"531","106_11","Trunk arthropods",1,106,506202,3570703
"532","106_11","Vertebrates",2,106,506202,3570703
"533","106_11","Seeds",8,106,506202,3570703
"534","106_12","Aerial arthropods",2,106,505886,3571625
"535","106_12","Fruits",1,106,505886,3571625
"536","106_12","Ground arthropods",6,106,505886,3571625
"537","106_12","Nectar",2,106,505886,3571625
"538","106_12","Omnivorous",2,106,505886,3571625
"539","106_12","Seeds",8,106,505886,3571625
"540","106_12","Trunk arthropods",1,106,505886,3571625
"541","106_12","Vertebrates",4,106,505886,3571625
"542","106_12","Foliage arthropods",3,106,505886,3571625
"543","107_01","Aerial arthropods",3,107,504878,3565034
"544","107_01","Ground arthropods",4,107,504878,3565034
"545","107_01","Omnivorous",4,107,504878,3565034
"546","107_01","Seeds",6,107,504878,3565034
"547","107_01","Foliage arthropods",1,107,504878,3565034
"548","107_01","Vertebrates",1,107,504878,3565034
"549","107_01","Trunk arthropods",1,107,504878,3565034
"550","107_02","Foliage arthropods",4,107,504000,3566755
"551","107_02","Fruits",1,107,504000,3566755
"552","107_02","Ground arthropods",3,107,504000,3566755
"553","107_02","Nectar",2,107,504000,3566755
"554","107_02","Omnivorous",2,107,504000,3566755
