"","siteID","diet","n","routeID","easting","northing"
"2773","132_11","Trunk arthropods",1,132,502147,3568073
"2774","132_11","Omnivorous",2,132,502147,3568073
"2775","132_12","Aerial arthropods",3,132,503187,3568709
"2776","132_12","Fruits",1,132,503187,3568709
"2777","132_12","Ground arthropods",3,132,503187,3568709
"2778","132_12","Nectar",1,132,503187,3568709
"2779","132_12","Omnivorous",3,132,503187,3568709
"2780","132_12","Seeds",9,132,503187,3568709
"2781","132_12","Trunk arthropods",2,132,503187,3568709
"2782","132_12","Foliage arthropods",3,132,503187,3568709
"2783","133_01","Aerial arthropods",1,133,502048,3560035
"2784","133_01","Foliage arthropods",1,133,502048,3560035
"2785","133_01","Fruits",1,133,502048,3560035
"2786","133_01","Omnivorous",2,133,502048,3560035
"2787","133_01","Seeds",5,133,502048,3560035
"2788","133_01","Trunk arthropods",1,133,502048,3560035
"2789","133_01","Ground arthropods",2,133,502048,3560035
"2790","133_02","Nectar",1,133,502925,3560028
"2791","133_02","Omnivorous",2,133,502925,3560028
"2792","133_02","Seeds",6,133,502925,3560028
"2793","133_02","Trunk arthropods",1,133,502925,3560028
"2794","133_02","Ground arthropods",2,133,502925,3560028
"2795","133_03","Foliage arthropods",3,133,502967,3560712
"2796","133_03","Ground arthropods",4,133,502967,3560712
"2797","133_03","Nectar",1,133,502967,3560712
"2798","133_03","Aerial arthropods",2,133,502967,3560712
"2799","133_03","Seeds",5,133,502967,3560712
"2800","133_03","Trunk arthropods",1,133,502967,3560712
"2801","133_03","Omnivorous",3,133,502967,3560712
"2802","133_04","Aerial arthropods",2,133,502700,3561801
"2803","133_04","Fruits",1,133,502700,3561801
"2804","133_04","Ground arthropods",1,133,502700,3561801
"2805","133_04","Omnivorous",2,133,502700,3561801
"2806","133_04","Seeds",6,133,502700,3561801
"2807","133_04","Trunk arthropods",1,133,502700,3561801
"2808","133_04","Foliage arthropods",1,133,502700,3561801
"2809","133_05","Foliage arthropods",1,133,503563,3561264
"2810","133_05","Ground arthropods",3,133,503563,3561264
"2811","133_05","Nectar",1,133,503563,3561264
"2812","133_05","Seeds",5,133,503563,3561264
"2813","133_05","Trunk arthropods",1,133,503563,3561264
"2814","133_05","Omnivorous",2,133,503563,3561264
"2815","133_06","Foliage arthropods",2,133,503123,3562219
"2816","133_06","Omnivorous",2,133,503123,3562219
"2817","133_06","Seeds",6,133,503123,3562219
"2818","133_06","Trunk arthropods",1,133,503123,3562219
"2819","133_06","Ground arthropods",2,133,503123,3562219
"2820","133_07","Aerial arthropods",2,133,501753,3563772
"2821","133_07","Foliage arthropods",2,133,501753,3563772
"2822","133_07","Omnivorous",3,133,501753,3563772
"2823","133_07","Seeds",7,133,501753,3563772
"2824","133_07","Trunk arthropods",1,133,501753,3563772
"2825","133_07","Ground arthropods",5,133,501753,3563772
"2826","133_08","Foliage arthropods",2,133,502385,3563482
"2827","133_08","Ground arthropods",1,133,502385,3563482
"2828","133_08","Nectar",1,133,502385,3563482
"2829","133_08","Aerial arthropods",2,133,502385,3563482
"2830","133_08","Seeds",6,133,502385,3563482
"2831","133_08","Omnivorous",1,133,502385,3563482
"2832","133_08a","Ground arthropods",1,133,502250,3563209
"2833","133_08a","Nectar",1,133,502250,3563209
"2834","133_08a","Omnivorous",1,133,502250,3563209
"2835","133_08a","Seeds",4,133,502250,3563209
"2836","133_09","Foliage arthropods",1,133,503122,3563106
"2837","133_09","Ground arthropods",3,133,503122,3563106
"2838","133_09","Omnivorous",2,133,503122,3563106
"2839","133_09","Trunk arthropods",1,133,503122,3563106
"2840","133_09","Seeds",6,133,503122,3563106
"2841","133_10","Aerial arthropods",2,133,501390,3564401
"2842","133_10","Foliage arthropods",3,133,501390,3564401
"2843","133_10","Ground arthropods",6,133,501390,3564401
"2844","133_10","Nectar",2,133,501390,3564401
"2845","133_10","Omnivorous",3,133,501390,3564401
"2846","133_10","Seeds",8,133,501390,3564401
"2847","133_10","Trunk arthropods",1,133,501390,3564401
"2848","133_10","Fruits",1,133,501390,3564401
"2849","133_11","Aerial arthropods",1,133,502315,3564491
"2850","133_11","Foliage arthropods",3,133,502315,3564491
"2851","133_11","Ground arthropods",1,133,502315,3564491
"2852","133_11","Omnivorous",2,133,502315,3564491
"2853","133_11","Seeds",7,133,502315,3564491
"2854","133_11","Trunk arthropods",1,133,502315,3564491
"2855","133_11","Nectar",1,133,502315,3564491
"2856","133_11","Vertebrates",1,133,502315,3564491
"2857","133_12","Foliage arthropods",5,133,501637,3565379
"2858","133_12","Ground arthropods",4,133,501637,3565379
"2859","133_12","Nectar",1,133,501637,3565379
"2860","133_12","Omnivorous",2,133,501637,3565379
"2861","133_12","Seeds",7,133,501637,3565379
"2862","133_12","Trunk arthropods",1,133,501637,3565379
"2863","133_12","Aerial arthropods",3,133,501637,3565379
"2864","134_01","Ground arthropods",3,134,504408,3558210
"2865","134_01","Omnivorous",3,134,504408,3558210
"2866","134_01","Seeds",7,134,504408,3558210
"2867","134_01","Foliage arthropods",2,134,504408,3558210
"2868","134_01","Vertebrates",1,134,504408,3558210
"2869","134_01","Trunk arthropods",1,134,504408,3558210
"2870","134_02","Foliage arthropods",2,134,504237,3559722
"2871","134_02","Ground arthropods",3,134,504237,3559722
"2872","134_02","Seeds",7,134,504237,3559722
"2873","134_02","Trunk arthropods",1,134,504237,3559722
"2874","134_02","Omnivorous",2,134,504237,3559722
"2875","134_03","Aerial arthropods",1,134,504127,3561267
"2876","134_03","Foliage arthropods",1,134,504127,3561267
"2877","134_03","Nectar",1,134,504127,3561267
"2878","134_03","Omnivorous",2,134,504127,3561267
"2879","134_03","Seeds",5,134,504127,3561267
"2880","134_03","Ground arthropods",1,134,504127,3561267
"2881","134_03","Vertebrates",1,134,504127,3561267
"2882","134_04","Aerial arthropods",3,134,504520,3561995
"2883","134_04","Foliage arthropods",2,134,504520,3561995
"2884","134_04","Ground arthropods",6,134,504520,3561995
"2885","134_04","Seeds",7,134,504520,3561995
"2886","134_04","Trunk arthropods",1,134,504520,3561995
"2887","134_04","Omnivorous",2,134,504520,3561995
"2888","134_05","Ground arthropods",3,134,504204,3562326
"2889","134_05","Omnivorous",2,134,504204,3562326
"2890","134_05","Trunk arthropods",1,134,504204,3562326
"2891","134_05","Vertebrates",1,134,504204,3562326
"2892","134_05","Seeds",7,134,504204,3562326
"2893","134_06","Aerial arthropods",1,134,504233,3563945
"2894","134_06","Ground arthropods",3,134,504233,3563945
"2895","134_06","Nectar",1,134,504233,3563945
"2896","134_06","Omnivorous",2,134,504233,3563945
"2897","134_06","Foliage arthropods",2,134,504233,3563945
"2898","134_06","Trunk arthropods",1,134,504233,3563945
"2899","134_06","Seeds",6,134,504233,3563945
"2900","134_07","Foliage arthropods",3,134,503398,3564758
"2901","134_07","Ground arthropods",2,134,503398,3564758
"2902","134_07","Omnivorous",2,134,503398,3564758
"2903","134_07","Aerial arthropods",1,134,503398,3564758
"2904","134_07","Trunk arthropods",1,134,503398,3564758
"2905","134_07","Seeds",8,134,503398,3564758
"2906","134_08","Aerial arthropods",2,134,504505,3564668
"2907","134_08","Foliage arthropods",2,134,504505,3564668
"2908","134_08","Ground arthropods",4,134,504505,3564668
"2909","134_08","Nectar",1,134,504505,3564668
"2910","134_08","Omnivorous",3,134,504505,3564668
"2911","134_08","Fruits",1,134,504505,3564668
"2912","134_08","Trunk arthropods",1,134,504505,3564668
"2913","134_08","Seeds",7,134,504505,3564668
"2914","134_09","Aerial arthropods",2,134,502523,3565609
"2915","134_09","Foliage arthropods",1,134,502523,3565609
"2916","134_09","Omnivorous",2,134,502523,3565609
"2917","134_09","Trunk arthropods",1,134,502523,3565609
"2918","134_09","Seeds",7,134,502523,3565609
"2919","134_10","Aerial arthropods",3,134,503435,3565395
"2920","134_10","Foliage arthropods",1,134,503435,3565395
"2921","134_10","Nectar",1,134,503435,3565395
"2922","134_10","Omnivorous",2,134,503435,3565395
"2923","134_10","Seeds",7,134,503435,3565395
"2924","134_10","Ground arthropods",4,134,503435,3565395
"2925","134_10","Trunk arthropods",1,134,503435,3565395
"2926","134_11","Foliage arthropods",2,134,503234,3567842
"2927","134_11","Ground arthropods",4,134,503234,3567842
"2928","134_11","Omnivorous",2,134,503234,3567842
"2929","134_11","Aerial arthropods",3,134,503234,3567842
"2930","134_11","Trunk arthropods",1,134,503234,3567842
"2931","134_11","Vertebrates",1,134,503234,3567842
"2932","134_11","Seeds",7,134,503234,3567842
"2933","134_12","Foliage arthropods",4,134,503058,3567202
"2934","134_12","Nectar",1,134,503058,3567202
"2935","134_12","Omnivorous",3,134,503058,3567202
"2936","134_12","Seeds",8,134,503058,3567202
"2937","134_12","Ground arthropods",2,134,503058,3567202
"2938","134_12","Trunk arthropods",1,134,503058,3567202
"2939","135_01","Foliage arthropods",6,135,494680,3558305
"2940","135_01","Ground arthropods",5,135,494680,3558305
"2941","135_01","Nectar",1,135,494680,3558305
"2942","135_01","Omnivorous",3,135,494680,3558305
"2943","135_01","Seeds",8,135,494680,3558305
"2944","135_01","Trunk arthropods",1,135,494680,3558305
"2945","135_01","Vertebrates",1,135,494680,3558305
"2946","135_01","Aerial arthropods",4,135,494680,3558305
"2947","135_02","Foliage arthropods",7,135,495091,3557951
"2948","135_02","Ground arthropods",4,135,495091,3557951
"2949","135_02","Omnivorous",2,135,495091,3557951
"2950","135_02","Seeds",9,135,495091,3557951
"2951","135_02","Fruits",1,135,495091,3557951
"2952","135_02","Trunk arthropods",2,135,495091,3557951
"2953","135_03","Foliage arthropods",11,135,495876,3558476
"2954","135_03","Fruits",1,135,495876,3558476
"2955","135_03","Ground arthropods",5,135,495876,3558476
"2956","135_03","Aerial arthropods",2,135,495876,3558476
"2957","135_03","Omnivorous",2,135,495876,3558476
"2958","135_03","Seeds",8,135,495876,3558476
"2959","135_03","Trunk arthropods",2,135,495876,3558476
"2960","135_03","Nectar",1,135,495876,3558476
"2961","135_03","Vertebrates",2,135,495876,3558476
"2962","135_04","Foliage arthropods",6,135,493314,3558510
"2963","135_04","Fruits",1,135,493314,3558510
"2964","135_04","Ground arthropods",7,135,493314,3558510
"2965","135_04","Omnivorous",2,135,493314,3558510
"2966","135_04","Seeds",7,135,493314,3558510
"2967","135_04","Trunk arthropods",1,135,493314,3558510
"2968","135_04","Vertebrates",1,135,493314,3558510
"2969","135_04","Nectar",1,135,493314,3558510
"2970","135_05","Foliage arthropods",9,135,494433,3559616
"2971","135_05","Fruits",1,135,494433,3559616
"2972","135_05","Ground arthropods",5,135,494433,3559616
"2973","135_05","Aerial arthropods",2,135,494433,3559616
"2974","135_05","Seeds",8,135,494433,3559616
"2975","135_05","Trunk arthropods",2,135,494433,3559616
"2976","135_05","Vertebrates",3,135,494433,3559616
"2977","135_05","Omnivorous",3,135,494433,3559616
"2978","135_06","Foliage arthropods",7,135,495642,3559515
"2979","135_06","Fruits",1,135,495642,3559515
"2980","135_06","Ground arthropods",6,135,495642,3559515
"2981","135_06","Seeds",8,135,495642,3559515
"2982","135_06","Trunk arthropods",1,135,495642,3559515
"2983","135_06","Vertebrates",1,135,495642,3559515
"2984","135_06","Aerial arthropods",2,135,495642,3559515
"2985","135_07a","Foliage arthropods",2,135,496415,3559255
"2986","135_07a","Ground arthropods",5,135,496415,3559255
"2987","135_07a","Nectar",1,135,496415,3559255
"2988","135_07a","Aerial arthropods",1,135,496415,3559255
"2989","135_07a","Trunk arthropods",1,135,496415,3559255
"2990","135_07a","Vertebrates",1,135,496415,3559255
"2991","135_07a","Seeds",7,135,496415,3559255
"2992","135_08","Foliage arthropods",6,135,493657,3559688
"2993","135_08","Ground arthropods",5,135,493657,3559688
"2994","135_08","Omnivorous",2,135,493657,3559688
"2995","135_08","Seeds",5,135,493657,3559688
"2996","135_08","Trunk arthropods",1,135,493657,3559688
"2997","135_08","Vertebrates",1,135,493657,3559688
"2998","135_08","Fruits",1,135,493657,3559688
"2999","135_09a","Foliage arthropods",5,135,493284,3560907
"3000","135_09a","Ground arthropods",6,135,493284,3560907
"3001","135_09a","Nectar",2,135,493284,3560907
"3002","135_09a","Seeds",6,135,493284,3560907
"3003","135_09a","Trunk arthropods",1,135,493284,3560907
"3004","135_09a","Vertebrates",2,135,493284,3560907
"3005","135_09a","Omnivorous",4,135,493284,3560907
"3006","135_09b","Ground arthropods",2,135,492603,3560840
"3007","135_09b","Seeds",6,135,492603,3560840
"3008","135_09b","Trunk arthropods",1,135,492603,3560840
"3009","135_09b","Foliage arthropods",5,135,492603,3560840
"3010","135_10","Foliage arthropods",5,135,495326,3560324
"3011","135_10","Omnivorous",1,135,495326,3560324
"3012","135_10","Seeds",7,135,495326,3560324
"3013","135_10","Trunk arthropods",1,135,495326,3560324
"3014","135_10","Ground arthropods",6,135,495326,3560324
"3015","135_10","Vertebrates",1,135,495326,3560324
"3016","136_01","Aerial arthropods",1,136,499049,3558482
"3017","136_01","Foliage arthropods",2,136,499049,3558482
"3018","136_01","Ground arthropods",7,136,499049,3558482
"3019","136_01","Omnivorous",3,136,499049,3558482
"3020","136_01","Seeds",7,136,499049,3558482
"3021","136_01","Trunk arthropods",1,136,499049,3558482
"3022","136_01","Nectar",1,136,499049,3558482
"3023","136_02","Foliage arthropods",3,136,498202,3559066
"3024","136_02","Ground arthropods",6,136,498202,3559066
"3025","136_02","Seeds",7,136,498202,3559066
"3026","136_02","Trunk arthropods",1,136,498202,3559066
"3027","136_02","Omnivorous",2,136,498202,3559066
"3028","136_03","Foliage arthropods",4,136,498461,3560008
"3029","136_03","Ground arthropods",5,136,498461,3560008
"3030","136_03","Omnivorous",3,136,498461,3560008
"3031","136_03","Seeds",7,136,498461,3560008
"3032","136_03","Fruits",1,136,498461,3560008
"3033","136_03","Vertebrates",1,136,498461,3560008
"3034","136_03","Trunk arthropods",1,136,498461,3560008
"3035","136_04","Aerial arthropods",1,136,499167,3559022
"3036","136_04","Foliage arthropods",2,136,499167,3559022
"3037","136_04","Ground arthropods",5,136,499167,3559022
"3038","136_04","Omnivorous",1,136,499167,3559022
"3039","136_04","Seeds",7,136,499167,3559022
"3040","136_04","Trunk arthropods",2,136,499167,3559022
"3041","136_04","Nectar",1,136,499167,3559022
"3042","136_05a","Ground arthropods",1,136,497687,3560008
"3043","136_05a","Omnivorous",1,136,497687,3560008
"3044","136_05a","Seeds",3,136,497687,3560008
"3045","136_05a","Foliage arthropods",2,136,497687,3560008
"3046","136_05a","Trunk arthropods",1,136,497687,3560008
"3047","136_06","Foliage arthropods",4,136,498518,3560864
"3048","136_06","Ground arthropods",5,136,498518,3560864
"3049","136_06","Omnivorous",3,136,498518,3560864
"3050","136_06","Aerial arthropods",1,136,498518,3560864
"3051","136_06","Trunk arthropods",1,136,498518,3560864
"3052","136_06","Vertebrates",1,136,498518,3560864
"3053","136_06","Seeds",7,136,498518,3560864
"3054","136_07","Aerial arthropods",4,136,499492,3560507
"3055","136_07","Fruits",1,136,499492,3560507
"3056","136_07","Ground arthropods",8,136,499492,3560507
"3057","136_07","Nectar",1,136,499492,3560507
"3058","136_07","Foliage arthropods",1,136,499492,3560507
"3059","136_07","Seeds",7,136,499492,3560507
"3060","136_07","Trunk arthropods",2,136,499492,3560507
"3061","136_07","Vertebrates",1,136,499492,3560507
"3062","136_07","Omnivorous",2,136,499492,3560507
"3063","136_08","Aerial arthropods",4,136,500055,3560461
"3064","136_08","Foliage arthropods",2,136,500055,3560461
"3065","136_08","Nectar",1,136,500055,3560461
"3066","136_08","Omnivorous",3,136,500055,3560461
"3067","136_08","Seeds",9,136,500055,3560461
"3068","136_08","Ground arthropods",4,136,500055,3560461
"3069","136_08","Trunk arthropods",1,136,500055,3560461
"3070","136_09","Foliage arthropods",2,136,498799,3561746
"3071","136_09","Fruits",1,136,498799,3561746
"3072","136_09","Ground arthropods",6,136,498799,3561746
"3073","136_09","Seeds",8,136,498799,3561746
"3074","136_09","Trunk arthropods",1,136,498799,3561746
"3075","136_09","Omnivorous",3,136,498799,3561746
"3076","136_10","Aerial arthropods",1,136,499639,3561400
"3077","136_10","Foliage arthropods",1,136,499639,3561400
"3078","136_10","Nectar",1,136,499639,3561400
"3079","136_10","Omnivorous",3,136,499639,3561400
"3080","136_10","Seeds",9,136,499639,3561400
"3081","136_10","Ground arthropods",5,136,499639,3561400
"3082","136_10","Trunk arthropods",1,136,499639,3561400
"3083","136_11","Aerial arthropods",1,136,501042,3561762
"3084","136_11","Foliage arthropods",1,136,501042,3561762
"3085","136_11","Ground arthropods",4,136,501042,3561762
"3086","136_11","Omnivorous",2,136,501042,3561762
"3087","136_11","Seeds",7,136,501042,3561762
"3088","136_11","Trunk arthropods",1,136,501042,3561762
"3089","136_11","Vertebrates",2,136,501042,3561762
"3090","136_11","Nectar",1,136,501042,3561762
"3091","136_12","Foliage arthropods",3,136,501183,3561965
"3092","136_12","Fruits",1,136,501183,3561965
"3093","136_12","Ground arthropods",4,136,501183,3561965
"3094","136_12","Aerial arthropods",2,136,501183,3561965
"3095","136_12","Omnivorous",4,136,501183,3561965
"3096","136_12","Seeds",7,136,501183,3561965
"3097","136_12","Trunk arthropods",1,136,501183,3561965
"3098","136_12","Nectar",1,136,501183,3561965
"3099","136_12","Vertebrates",1,136,501183,3561965
"3100","137_01","Foliage arthropods",4,137,495045,3556061
"3101","137_01","Fruits",1,137,495045,3556061
"3102","137_01","Ground arthropods",4,137,495045,3556061
"3103","137_01","Nectar",2,137,495045,3556061
"3104","137_01","Omnivorous",2,137,495045,3556061
"3105","137_01","Seeds",9,137,495045,3556061
"3106","137_01","Trunk arthropods",1,137,495045,3556061
"3107","137_01","Vertebrates",2,137,495045,3556061
"3108","137_01","Aerial arthropods",3,137,495045,3556061
"3109","137_02","Aerial arthropods",1,137,496500,3556019
"3110","137_02","Fruits",1,137,496500,3556019
"3111","137_02","Ground arthropods",8,137,496500,3556019
"3112","137_02","Nectar",2,137,496500,3556019
"3113","137_02","Foliage arthropods",5,137,496500,3556019
"3114","137_02","Seeds",10,137,496500,3556019
"3115","137_02","Trunk arthropods",1,137,496500,3556019
"3116","137_02","Vertebrates",1,137,496500,3556019
"3117","137_02","Omnivorous",4,137,496500,3556019
"3118","137_03","Aerial arthropods",1,137,495684,3556258
"3119","137_03","Fruits",1,137,495684,3556258
"3120","137_03","Ground arthropods",8,137,495684,3556258
"3121","137_03","Omnivorous",3,137,495684,3556258
"3122","137_03","Foliage arthropods",3,137,495684,3556258
"3123","137_03","Trunk arthropods",1,137,495684,3556258
"3124","137_03","Vertebrates",1,137,495684,3556258
"3125","137_03","Seeds",10,137,495684,3556258
"3126","137_04","Foliage arthropods",3,137,496488,3556371
"3127","137_04","Ground arthropods",8,137,496488,3556371
"3128","137_04","Omnivorous",4,137,496488,3556371
"3129","137_04","Seeds",8,137,496488,3556371
"3130","137_04","Trunk arthropods",1,137,496488,3556371
"3131","137_04","Vertebrates",2,137,496488,3556371
"3132","137_04","Fruits",1,137,496488,3556371
"3133","137_05","Foliage arthropods",2,137,497697,3556735
"3134","137_05","Ground arthropods",6,137,497697,3556735
"3135","137_05","Nectar",2,137,497697,3556735
"3136","137_05","Seeds",10,137,497697,3556735
"3137","137_05","Trunk arthropods",1,137,497697,3556735
"3138","137_05","Omnivorous",3,137,497697,3556735
"3139","137_06","Aerial arthropods",2,137,494288,3557483
"3140","137_06","Fruits",1,137,494288,3557483
"3141","137_06","Ground arthropods",5,137,494288,3557483
"3142","137_06","Omnivorous",2,137,494288,3557483
"3143","137_06","Seeds",9,137,494288,3557483
"3144","137_06","Trunk arthropods",1,137,494288,3557483
"3145","137_06","Vertebrates",5,137,494288,3557483
"3146","137_06","Foliage arthropods",3,137,494288,3557483
"3147","137_07","Aerial arthropods",1,137,495284,3557679
"3148","137_07","Foliage arthropods",4,137,495284,3557679
"3149","137_07","Fruits",1,137,495284,3557679
"3150","137_07","Omnivorous",2,137,495284,3557679
"3151","137_07","Seeds",8,137,495284,3557679
"3152","137_07","Trunk arthropods",1,137,495284,3557679
"3153","137_07","Ground arthropods",7,137,495284,3557679
"3154","137_07","Vertebrates",2,137,495284,3557679
"3155","137_08","Fruits",1,137,496841,3557410
"3156","137_08","Ground arthropods",6,137,496841,3557410
"3157","137_08","Nectar",1,137,496841,3557410
"3158","137_08","Foliage arthropods",1,137,496841,3557410
"3159","137_08","Seeds",10,137,496841,3557410
"3160","137_08","Trunk arthropods",1,137,496841,3557410
"3161","137_08","Omnivorous",3,137,496841,3557410
"3162","137_09","Aerial arthropods",4,137,497764,3557710
"3163","137_09","Fruits",1,137,497764,3557710
"3164","137_09","Ground arthropods",7,137,497764,3557710
"3165","137_09","Nectar",2,137,497764,3557710
"3166","137_09","Foliage arthropods",11,137,497764,3557710
"3167","137_09","Seeds",9,137,497764,3557710
"3168","137_09","Trunk arthropods",2,137,497764,3557710
"3169","137_09","Vertebrates",3,137,497764,3557710
"3170","137_09","Omnivorous",3,137,497764,3557710
"3171","137_10","Aerial arthropods",1,137,498508,3557708
"3172","137_10","Fruits",1,137,498508,3557708
"3173","137_10","Ground arthropods",6,137,498508,3557708
"3174","137_10","Nectar",1,137,498508,3557708
"3175","137_10","Foliage arthropods",4,137,498508,3557708
"3176","137_10","Seeds",9,137,498508,3557708
"3177","137_10","Trunk arthropods",1,137,498508,3557708
"3178","137_10","Vertebrates",3,137,498508,3557708
"3179","137_10","Omnivorous",3,137,498508,3557708
"3180","137_11","Foliage arthropods",4,137,497679,3558630
"3181","137_11","Fruits",1,137,497679,3558630
"3182","137_11","Ground arthropods",7,137,497679,3558630
"3183","137_11","Nectar",1,137,497679,3558630
"3184","137_11","Omnivorous",3,137,497679,3558630
"3185","137_11","Seeds",7,137,497679,3558630
"3186","137_11","Trunk arthropods",1,137,497679,3558630
"3187","137_11","Vertebrates",2,137,497679,3558630
"3188","137_11","Aerial arthropods",2,137,497679,3558630
"3189","137_12","Aerial arthropods",2,137,498495,3558661
"3190","137_12","Fruits",1,137,498495,3558661
"3191","137_12","Ground arthropods",9,137,498495,3558661
"3192","137_12","Nectar",2,137,498495,3558661
"3193","137_12","Foliage arthropods",4,137,498495,3558661
"3194","137_12","Seeds",9,137,498495,3558661
"3195","137_12","Trunk arthropods",1,137,498495,3558661
"3196","137_12","Vertebrates",1,137,498495,3558661
"3197","137_12","Omnivorous",2,137,498495,3558661
"3198","138_01","Aerial arthropods",5,138,496741,3554364
"3199","138_01","Ground arthropods",7,138,496741,3554364
"3200","138_01","Nectar",1,138,496741,3554364
"3201","138_01","Omnivorous",3,138,496741,3554364
"3202","138_01","Foliage arthropods",3,138,496741,3554364
"3203","138_01","Trunk arthropods",1,138,496741,3554364
"3204","138_01","Vertebrates",1,138,496741,3554364
"3205","138_01","Seeds",8,138,496741,3554364
"3206","138_02","Aerial arthropods",3,138,497337,3554413
"3207","138_02","Ground arthropods",6,138,497337,3554413
"3208","138_02","Nectar",2,138,497337,3554413
"3209","138_02","Omnivorous",3,138,497337,3554413
"3210","138_02","Seeds",9,138,497337,3554413
"3211","138_02","Trunk arthropods",1,138,497337,3554413
"3212","138_02","Vertebrates",1,138,497337,3554413
"3213","138_02","Foliage arthropods",4,138,497337,3554413
"3214","138_03","Aerial arthropods",1,138,497552,3555991
"3215","138_03","Foliage arthropods",2,138,497552,3555991
"3216","138_03","Nectar",1,138,497552,3555991
"3217","138_03","Omnivorous",2,138,497552,3555991
"3218","138_03","Seeds",7,138,497552,3555991
"3219","138_03","Ground arthropods",4,138,497552,3555991
"3220","138_03","Trunk arthropods",1,138,497552,3555991
"3221","138_04","Ground arthropods",4,138,498060,3555675
"3222","138_04","Nectar",1,138,498060,3555675
"3223","138_04","Omnivorous",3,138,498060,3555675
"3224","138_04","Seeds",8,138,498060,3555675
"3225","138_04","Trunk arthropods",1,138,498060,3555675
"3226","138_04","Vertebrates",3,138,498060,3555675
"3227","138_04","Foliage arthropods",7,138,498060,3555675
"3228","138_05","Aerial arthropods",1,138,498612,3556812
"3229","138_05","Ground arthropods",2,138,498612,3556812
"3230","138_05","Nectar",1,138,498612,3556812
"3231","138_05","Omnivorous",1,138,498612,3556812
"3232","138_05","Foliage arthropods",6,138,498612,3556812
"3233","138_05","Trunk arthropods",2,138,498612,3556812
"3234","138_05","Vertebrates",1,138,498612,3556812
"3235","138_05","Seeds",9,138,498612,3556812
"3236","138_06","Ground arthropods",1,138,499925,3556734
"3237","138_06","Seeds",6,138,499925,3556734
"3238","138_06","Trunk arthropods",1,138,499925,3556734
"3239","138_06","Omnivorous",2,138,499925,3556734
"3240","138_07","Aerial arthropods",2,138,499582,3557783
"3241","138_07","Foliage arthropods",1,138,499582,3557783
"3242","138_07","Nectar",1,138,499582,3557783
"3243","138_07","Omnivorous",2,138,499582,3557783
"3244","138_07","Seeds",7,138,499582,3557783
"3245","138_07","Ground arthropods",3,138,499582,3557783
"3246","138_07","Trunk arthropods",1,138,499582,3557783
"3247","138_08","Aerial arthropods",1,138,500305,3557949
"3248","138_08","Foliage arthropods",1,138,500305,3557949
"3249","138_08","Ground arthropods",3,138,500305,3557949
"3250","138_08","Seeds",8,138,500305,3557949
"3251","138_08","Trunk arthropods",1,138,500305,3557949
"3252","138_08","Omnivorous",3,138,500305,3557949
"3253","138_09","Aerial arthropods",3,138,500936,3558114
"3254","138_09","Foliage arthropods",4,138,500936,3558114
"3255","138_09","Nectar",1,138,500936,3558114
"3256","138_09","Omnivorous",3,138,500936,3558114
"3257","138_09","Seeds",6,138,500936,3558114
"3258","138_09","Ground arthropods",3,138,500936,3558114
"3259","138_09","Vertebrates",2,138,500936,3558114
"3260","138_09","Trunk arthropods",1,138,500936,3558114
"3261","138_10","Aerial arthropods",2,138,500782,3559674
"3262","138_10","Foliage arthropods",4,138,500782,3559674
"3263","138_10","Ground arthropods",5,138,500782,3559674
"3264","138_10","Nectar",1,138,500782,3559674
"3265","138_10","Omnivorous",4,138,500782,3559674
"3266","138_10","Seeds",7,138,500782,3559674
"3267","138_10","Trunk arthropods",1,138,500782,3559674
"3268","138_10","Vertebrates",2,138,500782,3559674
"3269","138_10","Fruits",1,138,500782,3559674
"3270","138_11","Aerial arthropods",2,138,501435,3559887
"3271","138_11","Foliage arthropods",6,138,501435,3559887
"3272","138_11","Fruits",1,138,501435,3559887
"3273","138_11","Nectar",1,138,501435,3559887
"3274","138_11","Omnivorous",2,138,501435,3559887
"3275","138_11","Seeds",7,138,501435,3559887
"3276","138_11","Ground arthropods",4,138,501435,3559887
"3277","138_11","Vertebrates",3,138,501435,3559887
"3278","138_11","Trunk arthropods",1,138,501435,3559887
"3279","138_12","Foliage arthropods",1,138,502884,3559624
"3280","138_12","Fruits",1,138,502884,3559624
"3281","138_12","Ground arthropods",1,138,502884,3559624
"3282","138_12","Seeds",7,138,502884,3559624
"3283","138_12","Trunk arthropods",1,138,502884,3559624
"3284","138_12","Omnivorous",3,138,502884,3559624
"3285","139_01","Aerial arthropods",2,139,498394,3554413
"3286","139_01","Fruits",1,139,498394,3554413
"3287","139_01","Ground arthropods",6,139,498394,3554413
"3288","139_01","Omnivorous",4,139,498394,3554413
"3289","139_01","Foliage arthropods",3,139,498394,3554413
"3290","139_01","Trunk arthropods",1,139,498394,3554413
"3291","139_01","Vertebrates",2,139,498394,3554413
"3292","139_01","Seeds",9,139,498394,3554413
"3293","139_02","Aerial arthropods",2,139,499282,3554054
"3294","139_02","Foliage arthropods",2,139,499282,3554054
"3295","139_02","Nectar",1,139,499282,3554054
"3296","139_02","Omnivorous",3,139,499282,3554054
"3297","139_02","Seeds",9,139,499282,3554054
"3298","139_02","Ground arthropods",6,139,499282,3554054
"3299","139_02","Vertebrates",2,139,499282,3554054
"3300","139_02","Trunk arthropods",1,139,499282,3554054
"3301","139_03","Aerial arthropods",2,139,499713,3555266
"3302","139_03","Foliage arthropods",4,139,499713,3555266
