"decimalLatitude","decimalLongitude","family","species","year","month","day","datasetKey","gbifID"
32.116203,-110.860634,"Threskiornithidae","Plegadis chihi",2018,4,11,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2148507536"
32.116203,-110.860634,"Threskiornithidae","Plegadis chihi",2018,4,11,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2156300075"
32.116203,-110.860634,"Threskiornithidae","Plegadis chihi",2018,4,11,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2144984478"
32.116203,-110.860634,"Threskiornithidae","Plegadis chihi",2018,4,11,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2144983325"
32.112644,-110.85856,"Troglodytidae","Campylorhynchus brunneicapillus",2018,8,11,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2193571871"
32.112736,-110.85856,"Polioptilidae","Polioptila melanura",2018,8,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2195158099"
32.112736,-110.85856,"Columbidae","Zenaida macroura",2018,8,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2190994420"
32.112736,-110.85856,"Remizidae","Auriparus flaviceps",2018,8,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2179448921"
32.112736,-110.85856,"Fringillidae","Haemorhous mexicanus",2018,8,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2195158135"
32.112736,-110.85856,"Troglodytidae","Campylorhynchus brunneicapillus",2018,8,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2190989501"
32.112736,-110.85856,"Emberizidae","Peucaea carpalis",2018,8,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2179462052"
32.112736,-110.85856,"Trochilidae","Calypte anna",2018,8,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2202933560"
32.112755,-110.858536,"Remizidae","Auriparus flaviceps",2019,7,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2747669327"
32.112755,-110.858536,"Troglodytidae","Campylorhynchus brunneicapillus",2019,7,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2769420294"
32.112755,-110.858536,"Icteridae","Quiscalus mexicanus",2019,7,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2764100316"
32.112755,-110.858536,"Icteridae","Icterus cucullatus",2019,7,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2765917391"
32.112755,-110.858536,"Mimidae","Toxostoma curvirostre",2019,7,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2755665161"
32.112755,-110.858536,"Tyrannidae","Sayornis saya",2019,7,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2766232125"
32.11596,-110.860085,"Columbidae","Columba livia",2020,5,28,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3236603017"
32.118736,-110.864525,"Accipitridae","Buteo swainsoni",2020,7,21,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3243002164"
32.118736,-110.864525,"Accipitridae","Buteo swainsoni",2020,7,21,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3180045256"
32.118736,-110.864525,"Accipitridae","Buteo swainsoni",2020,7,21,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3263824368"
32.118736,-110.864525,"Accipitridae","Buteo swainsoni",2020,7,21,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3184999260"
32.118736,-110.864525,"Accipitridae","Buteo swainsoni",2020,7,21,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3250699146"
32.11278,-110.85827,"Troglodytidae","Campylorhynchus brunneicapillus",2020,10,17,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3193476292"
32.11278,-110.85827,"Parulidae","Setophaga coronata",2020,10,17,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3269808242"
32.11303,-110.85822,"Cardinalidae","Cardinalis sinuatus",2021,2,8,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3587822466"
32.11561,-110.859955,"Accipitridae","Buteo jamaicensis",2021,3,15,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3670736539"
32.11561,-110.859955,"Columbidae","Columba livia",2021,3,15,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3668577277"
