"decimalLatitude","decimalLongitude","individualCount","family","species","year","month","day","datasetKey","gbifID"
32.134506,-110.930336,2,"Icteridae","Molothrus ater",2021,7,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3639761342"
32.134506,-110.930336,2,"Columbidae","Streptopelia decaocto",2021,7,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3637117170"
32.134506,-110.930336,1,"Tyrannidae","Tyrannus verticalis",2021,7,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3639552314"
32.134506,-110.930336,1,"Cardinalidae","Cardinalis cardinalis",2021,7,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3627087707"
32.134506,-110.930336,1,"Passeridae","Passer domesticus",2021,7,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3632107969"
32.134445,-110.93026,1,"Cuculidae","Geococcyx californianus",2021,8,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3663914621"
32.134445,-110.93026,1,"Cuculidae","Geococcyx californianus",2021,8,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3559362044"
32.134445,-110.93026,1,"Cuculidae","Geococcyx californianus",2021,8,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3532991118"
32.134445,-110.93026,1,"Cuculidae","Geococcyx californianus",2021,8,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3569443661"
32.134445,-110.93026,1,"Cuculidae","Geococcyx californianus",2021,8,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3665163464"
32.134445,-110.93026,1,"Cuculidae","Geococcyx californianus",2021,8,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3629610007"
32.134445,-110.93026,1,"Cuculidae","Geococcyx californianus",2021,8,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3689866204"
32.134445,-110.93026,1,"Cuculidae","Geococcyx californianus",2021,8,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3562749006"
32.134445,-110.93026,1,"Cuculidae","Geococcyx californianus",2021,8,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3610862621"
32.134445,-110.93026,1,"Cuculidae","Geococcyx californianus",2021,8,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3628046888"
32.134445,-110.93026,1,"Cuculidae","Geococcyx californianus",2021,8,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3603478204"
32.134445,-110.93026,1,"Cuculidae","Geococcyx californianus",2021,8,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3634873595"
32.13454,-110.93027,1,"Parulidae","Cardellina pusilla",2021,9,7,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3571329573"
32.13454,-110.93027,1,"Remizidae","Auriparus flaviceps",2021,9,7,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3575365164"
32.137882,-110.9346,1,"Cuculidae","Geococcyx californianus",2021,10,23,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3539201294"
32.134533,-110.94728,1,"Accipitridae","Buteo jamaicensis",2020,2,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3135800406"
32.134533,-110.94728,1,"Accipitridae","Buteo jamaicensis",2020,2,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3139165877"
32.13772,-110.93492,1,"Accipitridae","Accipiter cooperii",2019,3,11,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2675910523"
32.135468,-110.92984,1,"Passeridae","Passer domesticus",2019,3,21,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2759387790"
32.134388,-110.946335,1,"Cuculidae","Geococcyx californianus",2019,4,5,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2667053618"
32.134388,-110.946335,2,"Icteridae","Quiscalus mexicanus",2019,4,5,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2667011537"
32.134388,-110.946335,3,"Columbidae","Columba livia",2019,4,5,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2667095632"
32.134556,-110.944,6,"Caprimulgidae","Chordeiles acutipennis",2019,5,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2673902964"
32.134457,-110.930275,1,"Cuculidae","Geococcyx californianus",2019,12,11,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2788601602"
32.134403,-110.93029,3,"Passeridae","Passer domesticus",2018,5,9,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2170230759"
32.134403,-110.93029,1,"Columbidae","Streptopelia decaocto",2018,5,9,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2170250022"
32.134403,-110.93029,2,"Remizidae","Auriparus flaviceps",2018,5,9,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2159773511"
32.134403,-110.93029,1,"Emberizidae","Melozone aberti",2018,5,9,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2170241593"
32.134403,-110.93029,2,"Fringillidae","Haemorhous mexicanus",2018,5,9,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2170249763"
32.134193,-110.94694,1,"Ptilogonatidae","Phainopepla nitens",2017,4,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2054967912"
32.134193,-110.94694,3,"Corvidae","Corvus corax",2017,4,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2054957919"
32.134193,-110.94694,3,"Columbidae","Zenaida asiatica",2017,4,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2043755522"
32.134193,-110.94694,6,"Columbidae","Columba livia",2017,4,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2060571307"
32.134193,-110.94694,1,"Ptilogonatidae","Phainopepla nitens",2017,4,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2060573998"
32.134193,-110.94694,3,"Corvidae","Corvus corax",2017,4,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2043747733"
32.134193,-110.94694,3,"Columbidae","Zenaida asiatica",2017,4,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2043746235"
32.134193,-110.94694,6,"Columbidae","Columba livia",2017,4,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2054949291"
32.134193,-110.94694,1,"Ptilogonatidae","Phainopepla nitens",2017,4,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2043755373"
32.134193,-110.94694,3,"Corvidae","Corvus corax",2017,4,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2054281428"
32.134193,-110.94694,3,"Columbidae","Zenaida asiatica",2017,4,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2054975250"
32.134193,-110.94694,6,"Columbidae","Columba livia",2017,4,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2043753074"
