"decimalLatitude","decimalLongitude","family","species","year","month","day","datasetKey","gbifID"
32.250557,-110.85789,"Accipitridae","Accipiter cooperii",2017,3,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2044315987"
32.24859,-110.85505,"Remizidae","Auriparus flaviceps",2018,1,27,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2681420947"
32.24859,-110.85505,"Columbidae","Zenaida macroura",2018,1,27,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2670992174"
32.24859,-110.85505,"Picidae","Melanerpes uropygialis",2018,1,27,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2668975946"
32.24859,-110.85505,"Fringillidae","Haemorhous mexicanus",2018,1,27,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2679621097"
32.24859,-110.85505,"Passeridae","Passer domesticus",2018,1,27,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2670026063"
32.25033,-110.85584,"Caprimulgidae","Chordeiles acutipennis",2018,4,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2159690756"
32.250015,-110.85397,"Tyrannidae","Pyrocephalus rubinus",2019,1,11,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2737966102"
32.250557,-110.85789,"Accipitridae","Accipiter cooperii",2019,3,14,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2661626161"
32.250557,-110.85789,"Accipitridae","Accipiter cooperii",2019,3,14,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2668004228"
32.250557,-110.85789,"Tyrannidae","Pyrocephalus rubinus",2019,4,4,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2729883859"
32.250557,-110.85789,"Icteridae","Quiscalus mexicanus",2019,4,4,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2751507879"
32.250557,-110.85789,"Tyrannidae","Pyrocephalus rubinus",2019,4,4,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2739047820"
32.250557,-110.85789,"Icteridae","Quiscalus mexicanus",2019,4,4,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2740494897"
32.24859,-110.85505,"Columbidae","Zenaida asiatica",2019,4,21,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2684245352"
32.24859,-110.85505,"Columbidae","Zenaida macroura",2019,4,21,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2679739497"
32.24859,-110.85505,"Passeridae","Passer domesticus",2019,4,21,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2687141327"
32.250202,-110.85555,"Accipitridae","Buteo jamaicensis",2019,5,17,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2677515237"
32.250656,-110.85793,"Icteridae","Quiscalus mexicanus",2019,8,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2700484627"
32.250656,-110.85793,"Icteridae","Quiscalus mexicanus",2019,8,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2688470688"
32.250557,-110.85789,"Falconidae","Falco sparverius",2020,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3131765133"
32.250557,-110.85789,"Trochilidae","Calypte anna",2020,1,20,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3223479115"
32.250687,-110.85733,"Columbidae","Zenaida macroura",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3234237806"
32.250687,-110.85733,"Hirundinidae","Petrochelidon pyrrhonota",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3238547723"
32.250687,-110.85733,"Mimidae","Mimus polyglottos",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3231884602"
32.250687,-110.85733,"Passeridae","Passer domesticus",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3229443660"
32.250687,-110.85733,"Icteridae","Quiscalus mexicanus",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3231131628"
32.250687,-110.85733,"Columbidae","Columba livia",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3230695687"
32.250687,-110.85733,"Falconidae","Falco sparverius",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3223460829"
32.250687,-110.85733,"Columbidae","Zenaida macroura",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3149004322"
32.250687,-110.85733,"Hirundinidae","Petrochelidon pyrrhonota",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3172241339"
32.250687,-110.85733,"Mimidae","Mimus polyglottos",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3176829362"
32.250687,-110.85733,"Passeridae","Passer domesticus",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3171329275"
32.250687,-110.85733,"Icteridae","Quiscalus mexicanus",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3159610286"
32.250687,-110.85733,"Columbidae","Columba livia",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3151020109"
32.250687,-110.85733,"Falconidae","Falco sparverius",2020,4,25,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3151900252"
32.24859,-110.85505,"Columbidae","Zenaida macroura",2020,5,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3157815041"
32.24859,-110.85505,"Fringillidae","Haemorhous mexicanus",2020,5,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3156645080"
32.24859,-110.85505,"Passeridae","Passer domesticus",2020,5,10,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3152735281"
