"decimalLatitude","decimalLongitude","family","species","year","month","day","datasetKey","gbifID"
32.209169,-111.046147,"Troglodytidae","Campylorhynchus brunneicapillus",2017,1,19,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","1453365938"
32.218925,-111.029,"Accipitridae","Buteo jamaicensis",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3291703931"
32.218925,-111.029,"Odontophoridae","Callipepla gambelii",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3291315986"
32.218925,-111.029,"Fringillidae","Spinus psaltria",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3295299975"
32.218925,-111.029,"Trochilidae","Calypte costae",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3292384358"
32.218925,-111.029,"Cardinalidae","Cardinalis cardinalis",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3290542215"
32.218925,-111.029,"Mimidae","Mimus polyglottos",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3298822117"
32.218925,-111.029,"Accipitridae","Accipiter striatus",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3289784059"
32.218925,-111.029,"Ptilogonatidae","Phainopepla nitens",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3296018214"
32.218925,-111.029,"Passeridae","Passer domesticus",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3292756196"
32.218925,-111.029,"Mimidae","Toxostoma curvirostre",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3292607253"
32.218925,-111.029,"Emberizidae","Zonotrichia leucophrys",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3294805097"
32.218925,-111.029,"Polioptilidae","Polioptila melanura",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3298053224"
32.218925,-111.029,"Remizidae","Auriparus flaviceps",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3299434219"
32.218925,-111.029,"Accipitridae","Accipiter cooperii",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3297377186"
32.218925,-111.029,"Fringillidae","Haemorhous mexicanus",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3293519032"
32.218925,-111.029,"Columbidae","Zenaida macroura",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3289399034"
32.218925,-111.029,"Falconidae","Falco sparverius",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3289495147"
32.218925,-111.029,"Picidae","Melanerpes uropygialis",2017,1,2,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3294705164"
32.218925,-111.029,"Accipitridae","Accipiter cooperii",2017,1,4,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3289001495"
32.218925,-111.029,"Fringillidae","Haemorhous mexicanus",2017,1,4,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3296194230"
32.218925,-111.029,"Columbidae","Zenaida macroura",2017,1,4,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3293459340"
