"decimalLatitude","decimalLongitude","family","species","year","month","day","datasetKey","gbifID"
32.124283,-110.87237,"Apodidae","Aeronautes saxatalis",2017,1,23,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2035976845"
32.125942,-110.87387,"Falconidae","Falco sparverius",2017,7,31,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2072313872"
32.125942,-110.87387,"Falconidae","Falco sparverius",2017,7,31,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2093281264"
32.126034,-110.874245,"Icteridae","Quiscalus mexicanus",2018,1,30,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2125725752"
32.126034,-110.874245,"Columbidae","Columba livia",2018,1,30,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2128467601"
32.116135,-110.859566,"Accipitridae","Buteo swainsoni",2018,5,18,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2152459501"
32.120132,-110.86646,"Accipitridae","Accipiter cooperii",2019,1,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2727913886"
32.120132,-110.86646,"Columbidae","Columba livia",2019,1,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2738504992"
32.120132,-110.86646,"Accipitridae","Accipiter cooperii",2019,1,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2751936891"
32.120132,-110.86646,"Columbidae","Columba livia",2019,1,6,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2733506869"
32.128906,-110.86533,"Emberizidae","Amphispiza bilineata",2019,3,4,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2736377200"
32.1237,-110.85806,"Accipitridae","Parabuteo unicinctus",2019,9,22,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2696854690"
32.1237,-110.85806,"Accipitridae","Buteo swainsoni",2019,9,22,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2716544581"
32.12599,-110.874565,"Icteridae","Quiscalus mexicanus",2019,12,4,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2721292023"
32.12666,-110.871,"Passeridae","Passer domesticus",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3168041870"
32.12666,-110.871,"Cardinalidae","Cardinalis cardinalis",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3185060897"
32.12666,-110.871,"Picidae","Melanerpes uropygialis",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3178491867"
32.12666,-110.871,"Mimidae","Mimus polyglottos",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3171723948"
32.12666,-110.871,"Troglodytidae","Campylorhynchus brunneicapillus",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3165818009"
32.12666,-110.871,"Columbidae","Zenaida macroura",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3168525690"
32.12666,-110.871,"Fringillidae","Haemorhous mexicanus",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3170058987"
32.12666,-110.871,"Tyrannidae","Myiarchus cinerascens",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3169400804"
32.12666,-110.871,"Passeridae","Passer domesticus",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3243321673"
32.12666,-110.871,"Cardinalidae","Cardinalis cardinalis",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3253133685"
32.12666,-110.871,"Picidae","Melanerpes uropygialis",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3239319703"
32.12666,-110.871,"Mimidae","Mimus polyglottos",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3256693516"
32.12666,-110.871,"Troglodytidae","Campylorhynchus brunneicapillus",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3242524596"
32.12666,-110.871,"Columbidae","Zenaida macroura",2020,5,13,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","3255954592"
