"decimalLatitude","decimalLongitude","family","species","year","month","day","datasetKey","gbifID"
32.22212,-110.94629,"Mimidae","Toxostoma curvirostre",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2035459002"
32.22212,-110.94629,"Emberizidae","Melozone aberti",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2031502053"
32.22212,-110.94629,"Mimidae","Toxostoma curvirostre",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2029481281"
32.22212,-110.94629,"Emberizidae","Melozone aberti",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2031541448"
32.22212,-110.94629,"Mimidae","Toxostoma curvirostre",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2035535435"
32.22212,-110.94629,"Emberizidae","Melozone aberti",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2032631258"
32.22212,-110.94629,"Trochilidae","Cynanthus latirostris",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2031876098"
32.22212,-110.94629,"Fringillidae","Spinus psaltria",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2029612160"
32.22212,-110.94629,"Passeridae","Passer domesticus",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2033028723"
32.22212,-110.94629,"Fringillidae","Haemorhous mexicanus",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2036013088"
32.22212,-110.94629,"Regulidae","Regulus calendula",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2036018264"
32.22212,-110.94629,"Cardinalidae","Cardinalis cardinalis",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2036026645"
32.22212,-110.94629,"Trochilidae","Cynanthus latirostris",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2033249601"
32.22212,-110.94629,"Fringillidae","Spinus psaltria",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2033248350"
32.22212,-110.94629,"Passeridae","Passer domesticus",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2029698438"
32.22212,-110.94629,"Fringillidae","Haemorhous mexicanus",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2033249614"
32.22212,-110.94629,"Regulidae","Regulus calendula",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2036383001"
32.22212,-110.94629,"Cardinalidae","Cardinalis cardinalis",2017,1,1,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","2032077010"
